dt,spend,userid
2024-10-07T11:40:08+09:00,00:00:00,1284
2024-10-07T11:40:08+09:00,00:00:00,2345
2024-10-07T13:05:18+09:00,10:53:12,3524
2024-10-07T13:05:21+09:00,00:14:11,3501
2024-10-07T13:05:26+09:00,01:26:32,62
2024-10-07T13:05:31+09:00,10:37:58,703
2024-10-07T13:05:39+09:00,00:06:09,520
2024-10-07T13:05:43+09:00,00:07:09,392
2024-10-07T13:06:00+09:00,00:04:17,14
2024-10-07T13:06:12+09:00,00:23:31,3562
2024-10-07T13:06:26+09:00,00:20:48,889
2024-10-07T13:07:10+09:00,00:29:10,657
2024-10-07T13:07:13+09:00,00:00:18,1539
2024-10-07T13:07:20+09:00,00:19:17,189
2024-10-07T13:08:15+09:00,00:42:29,385
2024-10-07T13:08:20+09:00,00:26:29,88
2024-10-07T13:09:03+09:00,00:20:01,2974
2024-10-07T13:09:45+09:00,00:06:14,1605
2024-10-07T13:09:59+09:00,02:35:55,2303
2024-10-07T13:10:54+09:00,00:00:00,1756
2024-10-07T13:11:52+09:00,00:17:12,3040
2024-10-07T13:12:24+09:00,01:53:57,731
2024-10-07T13:12:37+09:00,01:16:07,2611
2024-10-07T13:12:47+09:00,02:50:06,775
2024-10-07T13:13:28+09:00,00:00:00,118
2024-10-07T13:13:44+09:00,00:00:00,2070
2024-10-07T13:15:39+09:00,10:39:56,2345
2024-10-07T13:15:45+09:00,00:00:03,3407
2024-10-07T13:17:09+09:00,00:14:19,695
2024-10-07T13:18:11+09:00,01:12:50,847
2024-10-07T13:20:16+09:00,00:29:14,1717
2024-10-07T13:21:01+09:00,00:00:00,230
2024-10-07T13:23:13+09:00,00:01:58,2698
2024-10-07T13:23:31+09:00,00:13:20,2607
2024-10-07T13:24:26+09:00,00:00:00,1272
2024-10-07T13:24:42+09:00,00:12:55,3451
2024-10-07T13:26:01+09:00,00:27:29,437
2024-10-07T13:27:50+09:00,00:17:52,2592
2024-10-07T13:28:03+09:00,00:18:00,1166
2024-10-07T13:28:03+09:00,00:22:34,3639
2024-10-07T13:29:31+09:00,00:00:00,1066
2024-10-07T13:30:23+09:00,00:00:00,861
2024-10-07T13:37:19+09:00,00:00:00,2672
2024-10-07T13:39:24+09:00,00:00:00,211
2024-10-07T13:40:38+09:00,00:00:00,1366
2024-10-07T13:42:07+09:00,00:00:18,3345
2024-10-07T13:42:34+09:00,00:02:17,3177
2024-10-07T13:50:31+09:00,00:22:13,2401
2024-10-07T13:52:11+09:00,00:02:17,625
2024-10-07T13:52:13+09:00,00:00:00,329
2024-10-07T13:52:16+09:00,00:06:37,392
2024-10-07T13:52:31+09:00,00:10:01,1330
2024-10-07T13:54:09+09:00,00:00:53,1079
2024-10-07T13:55:36+09:00,00:00:00,123
2024-10-07T13:56:34+09:00,00:00:00,1284
2024-10-07T13:57:48+09:00,00:07:21,14
2024-10-07T13:58:56+09:00,00:00:00,3389
2024-10-07T13:59:05+09:00,00:00:22,1500
2024-10-07T14:01:12+09:00,00:00:00,3463
2024-10-07T14:01:59+09:00,00:00:00,1202
2024-10-07T14:03:24+09:00,00:00:00,2279
2024-10-07T14:08:15+09:00,00:03:43,2672
2024-10-07T14:08:52+09:00,00:21:36,1529
2024-10-07T14:10:41+09:00,00:00:00,657
2024-10-07T14:11:13+09:00,00:00:00,1149
2024-10-07T14:11:54+09:00,00:18:00,2778
2024-10-07T14:14:08+09:00,00:15:35,1270
2024-10-07T14:19:18+09:00,00:09:59,1272
2024-10-07T14:19:22+09:00,00:07:47,2153
2024-10-07T14:19:43+09:00,00:00:00,2879
2024-10-07T14:20:31+09:00,01:11:35,695
2024-10-07T14:21:47+09:00,00:02:23,3501
2024-10-07T14:22:42+09:00,05:56:51,88
2024-10-07T14:23:09+09:00,00:00:00,3538
2024-10-07T14:24:09+09:00,00:00:00,1291
2024-10-07T14:25:03+09:00,00:23:18,2592
2024-10-07T14:25:23+09:00,00:10:05,1071
2024-10-07T14:29:18+09:00,00:11:43,889
2024-10-07T14:30:43+09:00,00:02:13,2905
2024-10-07T14:30:44+09:00,00:05:05,2499
2024-10-07T14:30:44+09:00,00:01:59,2698
2024-10-07T14:31:29+09:00,00:00:00,1755
2024-10-07T14:33:06+09:00,00:00:00,520
2024-10-07T14:34:51+09:00,00:37:13,329
2024-10-07T14:35:06+09:00,00:04:01,1599
2024-10-07T14:36:22+09:00,00:00:00,2607
2024-10-07T14:40:15+09:00,00:00:42,546
2024-10-07T14:40:26+09:00,00:00:00,1717
2024-10-07T14:45:48+09:00,00:00:00,14
2024-10-07T14:47:21+09:00,00:02:00,526
2024-10-07T14:47:51+09:00,01:04:56,189
2024-10-07T14:54:31+09:00,00:05:18,680
2024-10-07T15:01:16+09:00,00:17:46,3238
2024-10-07T15:01:46+09:00,00:17:21,2346
2024-10-07T15:02:26+09:00,00:01:10,1897
2024-10-07T15:08:20+09:00,00:00:00,520
2024-10-07T15:08:41+09:00,04:59:21,847
2024-10-07T15:09:18+09:00,00:37:57,2607
2024-10-07T15:09:18+09:00,00:08:58,3562
2024-10-07T15:10:05+09:00,00:04:11,392
2024-10-07T15:10:39+09:00,00:07:05,1284
2024-10-07T15:13:03+09:00,00:12:04,2219
2024-10-07T15:13:33+09:00,00:00:00,889
2024-10-07T15:13:59+09:00,00:00:00,1605
2024-10-07T15:17:04+09:00,00:14:11,2043
2024-10-07T15:17:14+09:00,00:03:20,403
2024-10-07T15:18:51+09:00,00:00:00,3538
2024-10-07T15:19:58+09:00,00:00:00,1066
2024-10-07T15:20:21+09:00,00:45:57,657
2024-10-07T15:20:34+09:00,00:00:00,1529
2024-10-07T15:22:20+09:00,00:00:00,338
2024-10-07T15:22:49+09:00,00:18:32,1272
2024-10-07T15:23:07+09:00,00:00:00,2153
2024-10-07T15:23:24+09:00,00:00:00,2279
2024-10-07T15:23:44+09:00,00:02:00,439
2024-10-07T15:25:00+09:00,00:06:25,3451
2024-10-07T15:27:04+09:00,00:04:20,1655
2024-10-07T15:29:50+09:00,00:02:15,447
2024-10-07T15:30:18+09:00,00:01:12,365
2024-10-07T15:30:57+09:00,00:06:03,1785
2024-10-07T15:36:01+09:00,00:00:00,3147
2024-10-07T15:36:20+09:00,00:13:23,1071
2024-10-07T15:36:32+09:00,00:07:21,3157
2024-10-07T15:39:37+09:00,00:00:00,3116
2024-10-07T15:40:37+09:00,00:00:00,1150
2024-10-07T15:40:47+09:00,00:00:02,2444
2024-10-07T15:41:01+09:00,00:00:00,1752
2024-10-07T15:41:39+09:00,00:54:43,1067
2024-10-07T15:43:15+09:00,00:00:00,625
2024-10-07T15:47:19+09:00,00:00:00,2672
2024-10-07T15:50:02+09:00,00:00:01,3560
2024-10-07T15:51:28+09:00,00:00:00,1149
2024-10-07T15:55:20+09:00,00:05:41,2905
2024-10-07T15:57:47+09:00,00:00:01,1675
2024-10-07T16:01:30+09:00,00:00:01,889
2024-10-07T16:02:33+09:00,00:00:00,3422
2024-10-07T16:02:44+09:00,00:00:00,3287
2024-10-07T16:03:07+09:00,00:00:00,2870
2024-10-07T16:04:07+09:00,00:30:56,365
2024-10-07T16:05:07+09:00,00:10:29,520
2024-10-07T16:05:11+09:00,00:00:00,1655
2024-10-07T16:09:04+09:00,00:00:41,1604
2024-10-07T16:09:38+09:00,00:23:42,3257
2024-10-07T16:09:45+09:00,00:16:32,3238
2024-10-07T16:09:50+09:00,00:00:13,1897
2024-10-07T16:14:12+09:00,00:51:32,695
2024-10-07T16:16:46+09:00,00:01:42,14
2024-10-07T16:19:00+09:00,00:01:42,2925
2024-10-07T16:21:35+09:00,00:02:00,3555
2024-10-07T16:23:17+09:00,00:00:00,2346
2024-10-07T16:23:40+09:00,00:21:25,1272
2024-10-07T16:24:00+09:00,00:00:00,3562
2024-10-07T16:25:28+09:00,00:00:00,392
2024-10-07T16:26:11+09:00,00:27:11,1756
2024-10-07T16:26:30+09:00,00:00:00,3538
2024-10-07T16:26:42+09:00,02:35:57,189
2024-10-07T16:28:22+09:00,00:00:01,1079
2024-10-07T16:29:47+09:00,00:00:00,254
2024-10-07T16:30:37+09:00,00:04:38,3637
2024-10-07T16:31:12+09:00,00:21:41,2401
2024-10-07T16:31:14+09:00,00:10:03,2607
2024-10-07T16:32:16+09:00,00:02:00,3451
2024-10-07T16:32:39+09:00,00:02:31,2611
2024-10-07T16:34:12+09:00,00:00:00,2870
2024-10-07T16:37:47+09:00,00:00:00,2964
2024-10-07T16:38:50+09:00,00:00:00,1284
2024-10-07T16:39:23+09:00,00:10:49,2592
2024-10-07T16:39:52+09:00,00:00:00,2698
2024-10-07T16:43:52+09:00,05:48:55,657
2024-10-07T16:44:46+09:00,00:00:00,2499
2024-10-07T16:44:48+09:00,00:00:06,2220
2024-10-07T16:46:22+09:00,00:00:00,435
2024-10-07T16:47:10+09:00,00:00:00,2905
2024-10-07T16:48:18+09:00,00:08:05,487
2024-10-07T16:50:32+09:00,00:40:16,927
2024-10-07T16:52:34+09:00,00:00:00,528
2024-10-07T16:54:06+09:00,00:00:00,406
2024-10-07T16:54:36+09:00,01:23:37,14
2024-10-07T16:55:01+09:00,00:02:01,625
2024-10-07T16:57:26+09:00,00:52:15,2219
2024-10-07T16:59:32+09:00,01:15:00,2070
2024-10-07T17:00:57+09:00,00:19:09,329
2024-10-07T17:01:57+09:00,00:00:00,1805
2024-10-07T17:02:09+09:00,01:53:39,731
2024-10-07T17:02:38+09:00,00:23:38,3560
2024-10-07T17:04:36+09:00,00:12:30,297
2024-10-07T17:06:03+09:00,00:00:00,3275
2024-10-07T17:06:04+09:00,00:00:00,3639
2024-10-07T17:06:24+09:00,00:00:00,1079
2024-10-07T17:13:52+09:00,00:00:00,2952
2024-10-07T17:14:19+09:00,00:01:08,2734
2024-10-07T17:14:43+09:00,00:11:56,1366
2024-10-07T17:17:54+09:00,00:22:18,902
2024-10-07T17:18:37+09:00,00:00:00,1649
2024-10-07T17:18:56+09:00,00:00:00,1656
2024-10-07T17:21:14+09:00,00:00:01,211
2024-10-07T17:21:31+09:00,00:00:36,2672
2024-10-07T17:22:26+09:00,00:00:00,437
2024-10-07T17:23:09+09:00,00:00:06,2220
2024-10-07T17:25:54+09:00,00:57:06,1071
2024-10-07T17:28:25+09:00,00:00:00,62
2024-10-07T17:30:06+09:00,00:00:00,2499
2024-10-07T17:31:35+09:00,00:04:02,625
2024-10-07T17:32:01+09:00,00:25:13,1749
2024-10-07T17:32:36+09:00,00:22:20,1272
2024-10-07T17:35:10+09:00,00:17:41,3451
2024-10-07T17:35:13+09:00,00:00:00,136
2024-10-07T17:36:22+09:00,00:00:00,468
2024-10-07T17:36:22+09:00,00:00:00,1502
2024-10-07T17:37:02+09:00,01:28:06,2303
2024-10-07T17:37:09+09:00,00:00:00,695
2024-10-07T17:37:23+09:00,00:00:00,2934
2024-10-07T17:37:27+09:00,00:01:33,487
2024-10-07T17:37:56+09:00,02:50:05,775
2024-10-07T17:38:03+09:00,00:00:00,1605
2024-10-07T17:39:19+09:00,00:00:00,1087
2024-10-07T17:41:33+09:00,00:03:55,2674
2024-10-07T17:43:36+09:00,00:00:00,2482
2024-10-07T17:44:59+09:00,00:00:00,2879
2024-10-07T17:45:04+09:00,00:39:00,385
