dt,spend,userid
2024-10-16T17:26:28+09:00,00:00:00,703
2024-10-17T11:15:49+09:00,00:02:33,2905
2024-10-17T11:15:50+09:00,12:11:05,3524
2024-10-17T11:16:01+09:00,09:38:19,2345
2024-10-17T11:16:08+09:00,00:00:00,1655
2024-10-17T11:16:19+09:00,00:30:19,1604
2024-10-17T11:16:25+09:00,03:18:47,1605
2024-10-17T11:16:34+09:00,10:03:46,703
2024-10-17T11:16:37+09:00,04:20:59,2070
2024-10-17T11:16:51+09:00,00:28:51,365
2024-10-17T11:17:57+09:00,02:31:34,695
2024-10-17T11:18:02+09:00,00:00:20,2346
2024-10-17T11:18:18+09:00,00:00:00,1897
2024-10-17T11:18:19+09:00,05:30:39,2870
2024-10-17T11:18:39+09:00,00:20:46,520
2024-10-17T11:18:44+09:00,00:10:28,3040
2024-10-17T11:18:51+09:00,00:07:20,198
2024-10-17T11:19:07+09:00,05:40:08,657
2024-10-17T11:19:09+09:00,03:05:52,189
2024-10-17T11:19:11+09:00,00:00:00,3530
2024-10-17T11:19:38+09:00,00:10:14,770
2024-10-17T11:20:39+09:00,00:00:00,537
2024-10-17T11:21:09+09:00,01:15:13,1071
2024-10-17T11:22:35+09:00,02:21:11,1272
2024-10-17T11:22:39+09:00,01:21:56,731
2024-10-17T11:23:04+09:00,00:13:20,3078
2024-10-17T11:24:04+09:00,00:31:16,3238
2024-10-17T11:24:08+09:00,00:12:00,3599
2024-10-17T11:24:09+09:00,01:44:06,3555
2024-10-17T11:24:14+09:00,00:04:01,2492
2024-10-17T11:25:21+09:00,00:03:31,861
2024-10-17T11:25:45+09:00,00:47:04,847
2024-10-17T11:26:13+09:00,00:07:50,1725
2024-10-17T11:26:33+09:00,00:40:14,296
2024-10-17T11:29:07+09:00,00:00:00,437
2024-10-17T11:29:17+09:00,00:00:00,1717
2024-10-17T11:30:04+09:00,00:00:00,2592
2024-10-17T11:30:35+09:00,00:00:01,468
2024-10-17T11:32:11+09:00,00:00:00,2482
2024-10-17T11:32:20+09:00,00:00:00,1281
2024-10-17T11:34:51+09:00,00:58:58,1432
2024-10-17T11:35:57+09:00,05:14:20,3451
2024-10-17T11:36:25+09:00,00:00:00,3389
