dt,spend,userid
2024-09-26T09:49:04+09:00,13:46:34,3524
2024-09-26T09:49:15+09:00,05:21:49,2345
2024-09-26T09:52:47+09:00,00:24:57,189
2024-09-26T09:54:15+09:00,09:15:17,385
2024-09-26T09:56:07+09:00,02:32:25,1705
2024-09-26T10:00:16+09:00,00:04:19,3138
2024-09-26T10:00:39+09:00,00:00:32,1461
2024-09-26T10:02:32+09:00,00:00:18,680
2024-09-26T10:03:58+09:00,00:36:33,2879
2024-09-26T10:04:57+09:00,00:00:00,1270
2024-09-26T10:05:26+09:00,00:38:44,1272
2024-09-26T10:05:27+09:00,01:42:46,2607
2024-09-26T10:08:48+09:00,00:08:34,703
2024-09-26T10:10:07+09:00,00:23:59,731
2024-09-26T10:12:26+09:00,00:00:38,2070
2024-09-26T10:14:39+09:00,00:40:35,657
2024-09-26T10:17:21+09:00,00:01:50,1765
2024-09-26T10:19:10+09:00,00:19:28,14
2024-09-26T10:21:58+09:00,00:48:48,1655
2024-09-26T10:31:04+09:00,00:00:00,2230
2024-09-26T10:34:17+09:00,00:02:00,3407
2024-09-26T10:39:40+09:00,00:00:00,3639
2024-09-26T10:40:53+09:00,00:14:10,170
2024-09-26T10:42:30+09:00,00:00:33,2220
2024-09-26T10:44:23+09:00,00:00:00,695
2024-09-26T10:48:25+09:00,01:05:01,1604
2024-09-26T10:49:14+09:00,00:00:01,2905
2024-09-26T10:58:39+09:00,03:48:44,703
2024-09-26T11:00:39+09:00,00:12:22,3238
2024-09-26T11:02:57+09:00,00:02:41,88
2024-09-26T11:07:36+09:00,00:04:06,437
2024-09-26T11:12:59+09:00,00:00:00,2346
2024-09-26T11:15:24+09:00,00:02:29,329
2024-09-26T11:16:54+09:00,00:00:00,3056
2024-09-26T11:17:01+09:00,00:00:00,847
2024-09-26T11:19:24+09:00,00:19:01,1149
2024-09-26T11:20:32+09:00,00:03:52,189
2024-09-26T11:22:16+09:00,00:06:41,2592
2024-09-26T11:24:25+09:00,00:00:01,1071
2024-09-26T11:25:35+09:00,00:00:00,3501
2024-09-26T11:31:48+09:00,06:15:04,2219
2024-09-26T11:37:22+09:00,00:00:00,88
2024-09-26T11:37:28+09:00,00:02:35,2672
2024-09-26T11:42:18+09:00,00:07:57,3407
2024-09-26T11:45:08+09:00,00:07:06,3562
2024-09-26T11:45:33+09:00,00:05:51,2879
2024-09-26T11:46:54+09:00,00:02:00,2674
2024-09-26T11:49:41+09:00,00:06:58,1765
2024-09-26T12:00:52+09:00,00:00:00,487
2024-09-26T12:05:23+09:00,00:00:00,3555
2024-09-26T12:05:32+09:00,00:00:00,731
2024-09-26T12:06:22+09:00,00:00:00,2946
2024-09-26T12:11:24+09:00,00:36:20,3451
2024-09-26T12:12:40+09:00,00:00:00,2153
2024-09-26T12:12:55+09:00,00:00:00,695
2024-09-26T12:13:10+09:00,00:17:19,189
2024-09-26T12:14:40+09:00,00:26:18,3639
2024-09-26T12:19:52+09:00,00:04:02,1220
2024-09-26T12:19:53+09:00,00:00:00,14
2024-09-26T12:20:57+09:00,00:00:00,437
2024-09-26T12:21:04+09:00,00:04:08,3056
2024-09-26T12:21:22+09:00,01:02:24,3407
2024-09-26T12:23:34+09:00,00:00:00,1071
2024-09-26T12:26:24+09:00,00:56:58,2607
2024-09-26T12:27:25+09:00,00:00:00,889
2024-09-26T12:28:34+09:00,00:00:00,2499
2024-09-26T12:30:41+09:00,00:07:22,2778
2024-09-26T12:30:53+09:00,00:00:04,1652
2024-09-26T12:31:25+09:00,00:04:53,657
