dt,spend,userid
2024-08-27T17:20:10+09:00,00:00:00,3157
2024-10-07T11:55:39+09:00,00:00:12,3524
2024-10-07T13:23:07+09:00,10:36:14,3524
2024-10-07T13:23:19+09:00,06:36:47,1432
2024-10-07T13:24:20+09:00,00:00:02,62
2024-10-07T13:27:55+09:00,00:00:00,3253
2024-10-07T13:27:59+09:00,08:11:30,2345
2024-10-07T13:29:25+09:00,00:27:35,1655
2024-10-07T13:32:40+09:00,00:00:00,847
2024-10-07T13:33:16+09:00,00:00:00,657
2024-10-07T13:34:36+09:00,00:00:00,1115
2024-10-07T13:36:02+09:00,00:00:00,3238
2024-10-07T13:39:52+09:00,00:00:00,1717
2024-10-07T13:40:27+09:00,00:02:46,703
2024-10-07T13:43:17+09:00,01:09:05,3538
2024-10-07T13:43:56+09:00,00:00:00,695
2024-10-07T13:45:55+09:00,00:00:00,2607
2024-10-07T13:50:50+09:00,00:00:00,385
2024-10-07T13:51:59+09:00,00:00:00,1272
2024-10-07T13:57:06+09:00,02:31:59,297
2024-10-07T13:58:53+09:00,00:00:20,118
2024-10-07T13:59:09+09:00,00:00:00,2592
2024-10-07T13:59:51+09:00,00:26:21,3253
2024-10-07T14:00:55+09:00,00:00:51,2401
2024-10-07T14:01:11+09:00,00:00:00,1071
2024-10-07T14:04:52+09:00,00:00:00,403
2024-10-07T14:05:46+09:00,00:00:00,817
2024-10-07T14:08:35+09:00,00:00:00,189
2024-10-07T14:12:09+09:00,00:00:00,3209
2024-10-07T14:22:22+09:00,00:24:00,3637
2024-10-07T14:27:16+09:00,00:00:00,254
2024-10-07T14:28:56+09:00,00:00:00,487
2024-10-07T14:33:30+09:00,00:00:00,1752
2024-10-07T14:47:42+09:00,00:23:42,3157
2024-10-07T14:49:07+09:00,00:18:37,889
2024-10-07T14:49:22+09:00,00:00:00,703
2024-10-07T14:51:37+09:00,00:00:00,189
2024-10-07T14:56:53+09:00,00:03:37,695
2024-10-07T14:58:45+09:00,00:00:00,3451
2024-10-07T14:59:42+09:00,00:04:41,731
2024-10-07T15:10:14+09:00,00:00:00,329
2024-10-07T15:12:59+09:00,00:34:48,2607
2024-10-07T15:13:53+09:00,00:00:00,3082
2024-10-07T15:22:21+09:00,00:00:00,88
2024-10-07T15:25:56+09:00,00:01:45,437
2024-10-07T15:26:51+09:00,00:00:00,1115
2024-10-07T15:27:31+09:00,00:52:23,403
2024-10-07T15:31:29+09:00,00:00:00,296
2024-10-07T15:32:45+09:00,00:00:00,2219
2024-10-07T15:34:13+09:00,00:05:19,695
2024-10-07T15:38:21+09:00,00:00:00,847
2024-10-07T15:38:35+09:00,00:00:00,1655
2024-10-07T15:38:59+09:00,00:00:00,2594
2024-10-07T15:39:49+09:00,00:00:00,1705
2024-10-07T15:40:38+09:00,00:00:00,889
2024-10-07T15:40:57+09:00,02:53:21,703
2024-10-07T15:40:59+09:00,00:00:00,189
2024-10-07T15:42:40+09:00,00:00:00,1604
2024-10-07T15:45:11+09:00,00:00:00,2070
2024-10-07T15:51:21+09:00,00:00:20,843
2024-10-07T15:51:34+09:00,00:00:00,1272
2024-10-07T15:55:32+09:00,00:00:00,385
2024-10-07T15:57:12+09:00,00:00:00,1166
2024-10-07T16:08:22+09:00,00:00:00,657
2024-10-07T16:13:20+09:00,00:00:00,695
2024-10-07T16:14:06+09:00,00:15:48,189
2024-10-07T16:14:27+09:00,00:00:00,817
2024-10-07T16:19:48+09:00,00:00:00,2952
2024-10-07T16:30:47+09:00,00:04:38,889
2024-10-07T16:32:10+09:00,00:00:00,847
2024-10-07T16:35:03+09:00,00:00:24,2669
2024-10-07T16:42:44+09:00,00:00:00,1149
2024-10-07T16:49:29+09:00,00:00:00,3538
2024-10-07T16:50:46+09:00,00:28:57,695
2024-10-07T16:51:46+09:00,00:00:01,819
2024-10-07T16:52:25+09:00,00:00:00,2070
2024-10-07T16:53:04+09:00,00:00:00,3326
2024-10-07T16:56:09+09:00,00:00:00,3555
2024-10-07T17:03:59+09:00,00:00:16,843
2024-10-07T17:04:03+09:00,00:15:54,657
2024-10-07T17:17:32+09:00,00:00:00,385
2024-10-07T17:20:20+09:00,00:22:33,403
2024-10-07T17:20:45+09:00,00:00:00,1115
2024-10-07T17:21:51+09:00,00:01:12,62
2024-10-07T17:24:34+09:00,00:00:16,296
2024-10-07T17:26:17+09:00,00:00:00,2607
2024-10-07T17:27:33+09:00,00:00:00,189
2024-10-07T17:28:41+09:00,00:00:00,3238
2024-10-07T17:28:57+09:00,00:07:30,88
2024-10-07T17:30:15+09:00,00:10:51,487
2024-10-07T17:30:20+09:00,00:00:00,2220
2024-10-07T17:34:30+09:00,00:20:25,3560
2024-10-07T17:37:48+09:00,00:00:20,1604
2024-10-07T17:39:42+09:00,00:50:15,3538
2024-10-07T17:43:14+09:00,00:20:08,297
2024-10-07T17:45:09+09:00,00:00:00,14
2024-10-07T17:46:05+09:00,00:00:12,2070
2024-10-07T17:47:21+09:00,00:05:28,1655
2024-10-07T17:50:54+09:00,00:00:00,3253
2024-10-07T17:52:24+09:00,00:00:09,2312
2024-10-07T17:53:31+09:00,00:00:00,2943
2024-10-07T18:01:16+09:00,00:00:00,2607
2024-10-07T18:05:15+09:00,00:11:43,62
2024-10-07T18:07:55+09:00,00:08:54,2401
2024-10-07T18:08:19+09:00,00:11:00,2592
2024-10-07T18:10:51+09:00,00:00:00,2672
2024-10-07T18:11:52+09:00,00:30:13,385
2024-10-07T18:12:07+09:00,00:00:00,1605
2024-10-07T18:17:39+09:00,00:00:00,88
2024-10-07T18:18:29+09:00,00:01:01,847
2024-10-07T18:19:35+09:00,01:01:14,189
2024-10-07T18:20:56+09:00,00:30:00,254
2024-10-07T18:28:03+09:00,00:00:00,403
2024-10-07T18:33:54+09:00,00:00:00,1604
2024-10-07T18:34:16+09:00,00:00:57,843
2024-10-07T18:35:38+09:00,00:00:08,3555
2024-10-07T18:35:58+09:00,00:00:00,3451
2024-10-07T18:40:17+09:00,00:00:00,487
2024-10-07T18:40:29+09:00,00:23:53,1272
2024-10-07T18:41:35+09:00,00:00:00,731
2024-10-07T18:41:41+09:00,00:00:00,2611
2024-10-07T18:42:12+09:00,00:00:15,3501
2024-10-07T18:42:21+09:00,00:00:00,118
2024-10-07T18:44:36+09:00,00:00:00,1988
2024-10-07T18:45:25+09:00,00:00:00,3040
2024-10-07T18:45:47+09:00,00:00:00,1903
2024-10-07T18:46:30+09:00,00:02:40,264
2024-10-07T18:51:12+09:00,00:00:12,2070
2024-10-07T18:52:24+09:00,00:00:20,1655
2024-10-07T18:57:34+09:00,00:13:43,3405
2024-10-07T18:59:15+09:00,00:00:00,657
2024-10-07T19:04:31+09:00,00:00:00,2672
2024-10-07T19:05:02+09:00,00:09:21,703
2024-10-07T19:06:02+09:00,00:00:00,437
2024-10-07T19:06:30+09:00,00:11:05,3238
2024-10-07T19:07:50+09:00,00:13:47,695
2024-10-07T19:15:41+09:00,00:00:00,403
2024-10-07T19:17:40+09:00,00:00:00,2346
2024-10-07T19:19:58+09:00,00:00:35,487
2024-10-07T19:20:39+09:00,00:00:00,3157
2024-10-07T19:21:09+09:00,00:00:07,62
2024-10-07T19:21:59+09:00,00:28:33,14
2024-10-07T19:23:32+09:00,00:17:25,3538
2024-10-07T19:25:36+09:00,00:00:00,2220
2024-10-07T19:25:57+09:00,00:00:00,297
2024-10-07T19:28:59+09:00,00:00:00,329
2024-10-07T19:34:28+09:00,00:00:00,3345
2024-10-07T19:38:51+09:00,00:00:00,1201
2024-10-07T19:39:18+09:00,00:00:00,657
2024-10-07T19:40:35+09:00,00:00:32,731
2024-10-07T19:49:38+09:00,00:00:00,2934
2024-10-07T19:50:08+09:00,00:00:01,1655
2024-10-07T19:50:30+09:00,00:00:00,403
2024-10-07T19:50:40+09:00,03:50:22,703
2024-10-07T19:51:02+09:00,00:00:00,1071
2024-10-07T19:54:07+09:00,00:00:15,1493
2024-10-07T19:56:34+09:00,00:00:06,843
2024-10-07T19:57:09+09:00,00:00:00,437
2024-10-07T19:57:56+09:00,00:00:00,254
2024-10-07T19:58:01+09:00,00:00:16,3280
2024-10-07T19:58:03+09:00,00:00:00,1272
2024-10-07T19:58:43+09:00,00:00:26,3407
2024-10-07T20:00:08+09:00,00:00:00,3562
2024-10-07T20:00:55+09:00,00:00:44,2326
2024-10-07T20:01:24+09:00,00:00:00,1166
2024-10-07T20:06:34+09:00,00:00:00,3238
2024-10-07T20:08:19+09:00,00:00:20,2905
2024-10-07T20:10:40+09:00,00:00:00,1604
