dt,spend,userid
2024-10-01T13:39:35+09:00,00:41:55,703
2024-10-01T13:39:35+09:00,05:20:22,2345
2024-10-01T13:39:37+09:00,03:56:12,3055
2024-10-01T13:39:49+09:00,10:12:40,3524
2024-10-01T13:40:56+09:00,00:29:20,437
2024-10-01T13:43:02+09:00,00:00:00,297
2024-10-01T13:44:35+09:00,00:00:00,3345
2024-10-01T13:47:21+09:00,00:00:00,2401
2024-10-01T13:49:57+09:00,00:00:00,329
2024-10-01T13:51:27+09:00,00:02:02,1715
2024-10-01T13:53:05+09:00,00:00:00,1272
2024-10-01T13:55:16+09:00,00:26:02,1778
2024-10-01T13:55:18+09:00,00:00:00,3257
2024-10-01T14:01:00+09:00,00:00:40,403
2024-10-01T14:02:04+09:00,00:00:55,3555
2024-10-01T14:02:25+09:00,00:05:46,3019
2024-10-01T14:05:04+09:00,00:00:00,2952
2024-10-01T14:08:32+09:00,00:01:00,657
2024-10-01T14:08:42+09:00,00:29:15,847
2024-10-01T14:12:55+09:00,00:00:00,2672
2024-10-01T14:23:20+09:00,00:00:00,1272
2024-10-01T14:31:00+09:00,00:00:00,2220
2024-10-01T14:31:07+09:00,00:00:00,3185
2024-10-01T14:31:18+09:00,00:00:41,3451
2024-10-01T14:42:08+09:00,00:00:00,2401
2024-10-01T14:42:18+09:00,00:01:23,1652
2024-10-01T14:43:33+09:00,00:00:00,657
2024-10-01T14:46:06+09:00,00:03:51,695
2024-10-01T14:47:42+09:00,00:01:41,189
2024-10-01T14:48:38+09:00,00:25:48,14
2024-10-01T14:49:51+09:00,00:00:00,296
2024-10-01T14:54:30+09:00,00:00:00,2607
2024-10-01T14:58:52+09:00,00:23:40,3157
2024-10-01T14:58:52+09:00,00:00:06,3257
2024-10-01T14:59:04+09:00,00:42:40,2611
2024-10-01T14:59:32+09:00,00:00:40,2303
2024-10-01T14:59:39+09:00,00:02:55,276
2024-10-01T15:01:22+09:00,00:00:00,1725
2024-10-01T15:01:41+09:00,00:13:57,703
2024-10-01T15:03:46+09:00,00:02:40,756
2024-10-01T15:03:52+09:00,00:04:24,3451
2024-10-01T15:04:08+09:00,00:00:00,211
2024-10-01T15:15:03+09:00,00:02:01,537
2024-10-01T15:17:08+09:00,00:00:00,422
2024-10-01T15:19:52+09:00,00:00:00,2442
2024-10-01T15:19:58+09:00,00:26:11,731
2024-10-01T15:20:01+09:00,00:51:34,3637
2024-10-01T15:20:34+09:00,00:00:00,1502
2024-10-01T15:23:17+09:00,00:00:00,2401
2024-10-01T15:25:06+09:00,00:00:00,1429
2024-10-01T15:25:41+09:00,00:00:00,2970
2024-10-01T15:27:54+09:00,00:01:21,403
2024-10-01T15:29:51+09:00,00:00:00,1117
2024-10-01T15:31:46+09:00,00:00:00,1166
2024-10-01T15:32:01+09:00,00:00:51,468
2024-10-01T15:36:04+09:00,00:27:58,695
2024-10-01T15:37:11+09:00,00:02:31,1604
2024-10-01T15:39:45+09:00,00:18:01,2153
2024-10-01T15:40:18+09:00,00:00:00,777
2024-10-01T15:42:39+09:00,00:00:00,296
2024-10-01T15:44:07+09:00,00:00:00,1284
2024-10-01T15:45:22+09:00,00:00:58,1270
2024-10-01T15:45:35+09:00,00:02:00,732
2024-10-01T15:45:54+09:00,01:52:02,3451
2024-10-01T15:45:58+09:00,00:00:00,2979
2024-10-01T15:46:08+09:00,00:00:00,189
2024-10-01T15:46:18+09:00,00:02:35,2482
2024-10-01T15:46:40+09:00,00:33:03,88
2024-10-01T15:48:05+09:00,00:02:20,1778
2024-10-01T15:49:18+09:00,01:13:55,703
2024-10-01T15:51:35+09:00,00:00:00,520
2024-10-01T15:53:22+09:00,00:01:01,385
2024-10-01T15:54:37+09:00,00:26:37,1272
2024-10-01T15:57:44+09:00,00:00:00,2952
2024-10-01T15:58:10+09:00,00:00:37,2401
2024-10-01T16:10:50+09:00,00:00:00,847
