dt,spend,userid
2024-09-13T14:43:16+09:00,00:01:28,3524
2024-09-13T14:44:45+09:00,00:00:00,3157
2024-09-26T08:58:46+09:00,00:00:00,3524
2024-09-26T09:35:56+09:00,08:49:07,3524
2024-09-26T09:36:02+09:00,03:36:24,703
2024-09-26T09:38:21+09:00,00:05:50,14
2024-09-26T09:41:34+09:00,00:48:55,2345
2024-09-26T09:42:28+09:00,00:03:24,1087
2024-09-26T09:46:38+09:00,00:05:00,1655
2024-09-26T10:02:08+09:00,00:31:41,3345
2024-09-26T10:02:15+09:00,00:25:19,657
2024-09-26T10:21:01+09:00,00:00:00,1388
2024-09-26T10:21:11+09:00,01:19:26,189
2024-09-26T10:32:37+09:00,00:00:51,2070
2024-09-26T10:36:48+09:00,00:07:05,3257
2024-09-26T10:37:08+09:00,00:05:27,1272
2024-09-26T10:37:55+09:00,00:10:09,385
2024-09-26T10:39:14+09:00,00:00:01,2220
2024-09-26T10:42:36+09:00,00:09:22,420
2024-09-26T10:49:02+09:00,00:10:00,2934
2024-09-26T10:52:49+09:00,00:00:00,2672
2024-09-26T10:54:00+09:00,00:40:39,3463
2024-09-26T10:55:39+09:00,00:34:16,1752
2024-09-26T11:00:53+09:00,04:27:31,2345
2024-09-26T11:10:11+09:00,00:05:18,3345
2024-09-26T11:11:08+09:00,00:00:00,3238
2024-09-26T11:23:25+09:00,00:51:45,657
2024-09-26T11:42:10+09:00,00:03:16,1066
2024-09-26T11:42:18+09:00,00:00:00,2952
2024-09-26T11:42:42+09:00,00:30:21,2734
2024-09-26T11:45:26+09:00,00:00:41,1988
2024-09-26T11:46:09+09:00,00:35:02,3238
2024-09-26T11:51:21+09:00,00:10:37,385
2024-09-26T11:51:55+09:00,00:21:52,1855
2024-09-26T11:52:58+09:00,00:04:40,487
2024-09-26T11:53:10+09:00,00:46:36,1284
2024-09-26T11:53:46+09:00,00:00:25,3253
2024-09-26T11:56:22+09:00,00:05:19,3345
2024-09-26T12:07:35+09:00,00:11:14,2646
2024-09-26T12:10:00+09:00,00:06:40,731
2024-09-26T12:12:37+09:00,00:00:00,843
2024-09-26T12:12:58+09:00,00:00:00,3560
2024-09-26T12:13:27+09:00,00:02:37,62
2024-09-26T12:13:45+09:00,00:00:00,2592
2024-09-26T12:31:08+09:00,00:26:55,1604
2024-09-26T12:31:36+09:00,00:00:00,1655
2024-09-26T12:33:56+09:00,01:03:23,189
2024-09-26T12:34:06+09:00,00:30:26,3451
2024-09-26T12:37:30+09:00,00:00:00,3345
2024-09-26T12:39:05+09:00,00:13:22,2334
2024-09-26T12:44:46+09:00,00:28:12,2952
2024-09-26T12:46:09+09:00,00:05:16,1071
2024-09-26T12:51:13+09:00,00:10:51,62
2024-09-26T12:55:46+09:00,00:01:03,1717
2024-09-26T12:55:50+09:00,00:00:24,3501
2024-09-26T12:56:14+09:00,00:00:00,118
2024-09-26T13:05:54+09:00,00:03:11,2555
2024-09-26T13:09:32+09:00,00:00:00,437
2024-09-26T13:10:47+09:00,00:01:01,1605
2024-09-26T13:16:54+09:00,00:12:07,88
2024-09-26T13:25:58+09:00,00:39:40,1655
2024-09-26T13:29:06+09:00,00:52:28,1604
2024-09-26T13:35:21+09:00,00:19:25,3140
2024-09-26T13:37:59+09:00,00:01:00,657
2024-09-26T13:39:46+09:00,00:00:00,3345
2024-09-26T13:50:04+09:00,00:50:07,703
2024-09-26T14:03:04+09:00,00:18:19,731
2024-09-26T14:08:15+09:00,00:08:23,437
2024-09-26T14:08:53+09:00,00:04:28,695
2024-09-26T14:22:39+09:00,00:25:02,468
2024-09-26T14:38:16+09:00,00:27:40,1409
2024-09-26T14:39:49+09:00,00:51:40,3345
2024-09-26T14:45:45+09:00,00:06:09,3238
2024-09-26T14:45:51+09:00,00:17:13,695
2024-09-26T14:45:51+09:00,00:05:19,2346
2024-09-26T14:46:25+09:00,00:06:54,14
2024-09-26T14:46:43+09:00,00:43:27,657
2024-09-26T14:49:11+09:00,00:00:00,2879
2024-09-26T14:49:58+09:00,00:20:06,861
2024-09-26T14:53:55+09:00,00:14:14,1272
2024-09-26T14:55:44+09:00,00:11:44,1604
2024-09-26T14:59:45+09:00,00:00:07,819
2024-09-26T15:18:31+09:00,00:00:01,3407
2024-09-26T15:18:43+09:00,00:08:00,847
2024-09-26T15:20:55+09:00,00:06:15,468
2024-09-26T15:23:54+09:00,00:00:05,2219
2024-09-26T15:28:44+09:00,00:00:00,1655
2024-09-26T15:30:20+09:00,00:00:00,2607
2024-09-26T15:37:53+09:00,00:07:31,2715
2024-09-26T15:39:25+09:00,00:00:00,703
2024-09-26T15:41:00+09:00,00:33:16,14
2024-09-26T16:03:21+09:00,00:02:15,1604
2024-09-26T16:11:24+09:00,00:02:01,296
2024-09-26T16:17:20+09:00,00:28:49,3345
2024-09-26T16:21:01+09:00,00:06:13,703
2024-09-26T16:21:45+09:00,00:32:21,2220
2024-09-26T16:30:50+09:00,00:00:00,1115
2024-09-26T16:41:46+09:00,00:00:00,2345
2024-09-26T16:44:34+09:00,00:25:58,657
2024-09-26T16:49:14+09:00,00:08:52,861
2024-09-26T16:53:13+09:00,00:01:56,2070
2024-09-26T16:59:05+09:00,00:16:13,703
2024-09-26T17:26:07+09:00,00:00:00,88
2024-09-26T17:29:06+09:00,00:01:36,211
2024-09-26T17:37:24+09:00,00:00:00,468
2024-09-26T17:38:02+09:00,00:01:30,523
2024-09-26T17:52:14+09:00,00:07:37,189
2024-09-26T17:53:29+09:00,00:14:49,703
2024-09-26T18:01:39+09:00,00:02:20,3345
2024-09-26T18:01:50+09:00,00:00:00,2879
2024-09-26T18:02:11+09:00,00:23:57,211
2024-09-26T18:10:41+09:00,00:17:36,468
2024-09-26T18:16:39+09:00,00:00:00,62
2024-09-26T18:18:48+09:00,00:02:06,2345
2024-09-26T18:30:42+09:00,00:02:01,1115
2024-09-26T18:49:41+09:00,00:00:00,2220
2024-09-26T18:54:49+09:00,00:12:00,2219
2024-09-26T18:58:46+09:00,01:19:40,211
2024-09-26T19:05:02+09:00,00:43:52,468
2024-09-26T19:06:05+09:00,00:00:00,437
2024-09-26T19:12:30+09:00,00:45:51,2345
2024-09-26T19:37:14+09:00,00:00:01,523
2024-09-26T19:48:54+09:00,00:00:00,1115
2024-09-26T19:49:18+09:00,00:32:04,3524
2024-09-26T20:05:16+09:00,00:00:00,3345
2024-09-26T20:31:18+09:00,00:49:45,468
2024-09-26T20:40:40+09:00,00:06:39,1785
2024-09-26T20:55:41+09:00,00:00:00,3524
2024-09-26T21:21:11+09:00,01:23:04,2345
2024-09-26T21:54:33+09:00,00:40:07,211
2024-09-26T22:11:44+09:00,00:10:17,468
2024-09-26T22:17:24+09:00,00:33:55,3524
2024-09-26T23:18:26+09:00,00:00:00,2401
2024-09-26T23:29:05+09:00,00:00:01,468
2024-09-26T23:29:36+09:00,00:06:50,14
2024-09-26T23:40:10+09:00,00:14:01,2974
2024-09-26T23:47:14+09:00,00:00:00,2346
2024-09-27T00:23:04+09:00,00:28:59,817
2024-09-27T00:24:37+09:00,00:22:59,468
2024-09-27T00:30:14+09:00,00:00:00,537
2024-09-27T00:37:21+09:00,00:00:00,1115
2024-09-27T01:01:10+09:00,00:01:05,3524
2024-09-27T01:06:04+09:00,00:02:01,2401
2024-09-27T01:14:29+09:00,00:26:02,1115
2024-09-27T01:37:07+09:00,00:04:10,468
2024-09-27T02:14:03+09:00,00:00:00,468
2024-09-27T03:02:43+09:00,00:03:36,3524
2024-09-27T03:23:35+09:00,00:10:01,3345
2024-09-27T03:32:47+09:00,00:00:00,847
2024-09-27T03:35:53+09:00,00:28:49,2219
2024-09-27T03:43:16+09:00,00:00:00,189
2024-09-27T04:21:25+09:00,14:16:08,3524
2024-09-27T05:48:55+09:00,00:07:38,3345
2024-09-27T06:03:44+09:00,00:00:07,211
2024-09-27T06:17:55+09:00,00:00:00,2345
2024-09-27T06:35:00+09:00,00:00:00,3345
2024-09-27T06:43:31+09:00,00:00:00,420
2024-09-27T06:59:38+09:00,00:00:00,88
2024-09-27T07:27:07+09:00,00:14:05,1115
2024-09-27T07:49:45+09:00,00:11:11,211
2024-09-27T07:50:23+09:00,00:08:36,1655
2024-09-27T07:53:03+09:00,00:33:38,468
2024-09-27T08:01:30+09:00,00:34:06,2592
2024-09-27T08:07:05+09:00,00:13:47,189
2024-09-27T08:19:23+09:00,00:00:51,2220
2024-09-27T08:19:25+09:00,00:00:51,1272
2024-09-27T09:05:05+09:00,00:04:22,437
2024-09-27T09:05:30+09:00,00:05:54,2345
2024-09-27T09:05:30+09:00,00:00:00,3345
2024-09-27T09:23:54+09:00,00:04:51,889
2024-09-27T09:25:50+09:00,00:00:00,2734
2024-09-27T09:30:10+09:00,00:58:50,189
2024-09-27T09:40:23+09:00,00:17:49,703
2024-09-27T09:48:22+09:00,00:27:40,537
2024-09-27T09:50:01+09:00,00:40:47,731
2024-09-27T09:50:49+09:00,00:07:59,695
2024-09-27T09:51:46+09:00,00:33:08,657
2024-09-27T09:52:06+09:00,00:00:00,706
2024-09-27T09:52:16+09:00,00:00:30,2592
2024-09-27T09:54:25+09:00,00:03:13,1715
2024-09-27T09:57:29+09:00,00:00:00,520
2024-09-27T09:59:31+09:00,00:32:02,3345
2024-09-27T10:07:04+09:00,00:22:03,2070
2024-09-27T10:07:13+09:00,00:00:00,2220
2024-09-27T10:14:57+09:00,00:00:00,2269
2024-09-27T10:19:25+09:00,00:00:01,861
2024-09-27T10:21:52+09:00,00:03:14,1115
2024-09-27T10:31:50+09:00,00:27:48,2592
2024-09-27T10:39:04+09:00,00:00:00,2669
2024-09-27T10:42:24+09:00,00:56:43,703
2024-09-27T10:49:51+09:00,00:00:01,2346
2024-09-27T11:02:53+09:00,00:39:27,2934
2024-09-27T11:03:41+09:00,00:00:00,657
2024-09-27T11:08:48+09:00,00:00:39,1604
2024-09-27T11:12:53+09:00,04:00:41,2345
2024-09-27T11:13:44+09:00,00:01:24,2778
2024-09-27T11:14:02+09:00,02:11:08,695
2024-09-27T11:18:12+09:00,00:00:00,1366
2024-09-27T11:28:52+09:00,00:09:48,520
2024-09-27T11:29:12+09:00,00:19:21,1988
2024-09-27T11:31:51+09:00,00:00:00,2669
2024-09-27T11:41:45+09:00,00:00:00,1079
2024-09-27T11:44:23+09:00,00:05:00,2952
2024-09-27T11:45:14+09:00,00:00:00,14
2024-09-27T11:56:01+09:00,00:08:32,1605
2024-09-27T11:58:52+09:00,00:02:29,2592
2024-09-27T11:59:42+09:00,02:16:17,1604
2024-09-27T12:03:21+09:00,00:26:38,487
2024-09-27T12:15:37+09:00,00:24:36,495
2024-09-27T12:15:50+09:00,00:39:08,14
2024-09-27T12:19:55+09:00,00:04:03,385
2024-09-27T12:21:01+09:00,00:24:18,703
2024-09-27T12:24:05+09:00,00:00:00,3560
2024-09-27T12:30:36+09:00,00:41:26,341
2024-09-27T12:31:12+09:00,00:16:25,2346
2024-09-27T12:34:47+09:00,00:47:51,1605
2024-09-27T12:42:30+09:00,00:17:15,189
2024-09-27T12:44:05+09:00,00:45:21,3345
2024-09-27T12:44:49+09:00,00:35:01,437
2024-09-27T12:45:32+09:00,00:03:58,1272
2024-09-27T12:53:47+09:00,00:01:10,2592
2024-09-27T12:56:20+09:00,00:11:37,2125
2024-09-27T12:56:49+09:00,00:00:00,2220
2024-09-27T13:08:51+09:00,00:37:26,3555
2024-09-27T13:13:19+09:00,00:00:00,1655
2024-09-27T13:13:36+09:00,00:31:38,3257
2024-09-27T13:19:20+09:00,00:00:00,3560
2024-09-27T13:20:20+09:00,00:25:13,680
2024-09-27T13:27:05+09:00,00:00:17,2592
2024-09-27T13:37:14+09:00,00:09:37,2661
2024-09-27T13:42:31+09:00,00:15:59,731
2024-09-27T13:42:53+09:00,00:24:00,1272
2024-09-27T13:43:23+09:00,01:12:31,2905
2024-09-27T13:53:33+09:00,00:09:14,3560
2024-09-27T13:56:03+09:00,01:33:54,657
2024-09-27T13:58:24+09:00,00:21:04,843
2024-09-27T14:11:57+09:00,00:23:14,2952
2024-09-27T14:16:20+09:00,01:00:18,695
2024-09-27T14:18:47+09:00,00:05:49,703
2024-09-27T14:21:12+09:00,00:00:00,2592
2024-09-27T14:23:35+09:00,00:09:05,468
2024-09-27T14:38:07+09:00,00:17:19,189
2024-09-27T14:54:59+09:00,00:19:50,703
2024-09-27T14:55:32+09:00,00:05:42,1604
2024-09-27T14:57:34+09:00,00:32:33,2592
2024-09-27T15:13:25+09:00,00:00:00,1272
2024-09-27T15:18:58+09:00,00:53:03,1202
2024-09-27T15:27:30+09:00,00:00:00,2346
