dt,spend,userid
2024-09-13T13:51:16+09:00,00:04:08,297
2024-09-13T13:51:30+09:00,00:01:42,3524
2024-09-13T13:51:52+09:00,00:04:00,3157
2024-09-13T13:52:00+09:00,00:00:00,703
2024-09-13T14:57:43+09:00,00:00:59,297
2024-09-13T14:57:52+09:00,00:22:00,3157
2024-09-13T15:00:01+09:00,00:20:05,3524
2024-09-26T13:00:30+09:00,10:19:21,3524
2024-09-26T13:00:31+09:00,07:42:31,2345
2024-09-26T13:00:33+09:00,01:05:15,88
2024-09-26T13:01:12+09:00,02:02:33,14
2024-09-26T13:01:19+09:00,00:23:32,3463
2024-09-26T13:01:50+09:00,00:10:34,447
2024-09-26T13:02:00+09:00,00:36:46,1725
2024-09-26T13:02:01+09:00,00:00:00,385
2024-09-26T13:02:01+09:00,00:48:47,2669
2024-09-26T13:02:05+09:00,02:23:13,2988
2024-09-26T13:02:10+09:00,00:01:05,3142
2024-09-26T13:02:13+09:00,00:05:53,296
2024-09-26T13:02:13+09:00,03:22:05,520
2024-09-26T13:02:16+09:00,01:47:49,3639
2024-09-26T13:03:20+09:00,08:07:46,2607
2024-09-26T13:04:20+09:00,00:00:45,412
2024-09-26T13:04:39+09:00,00:10:11,365
2024-09-26T13:04:40+09:00,01:11:42,3451
2024-09-26T13:04:53+09:00,01:14:49,3560
2024-09-26T13:05:05+09:00,00:58:46,1272
2024-09-26T13:05:16+09:00,00:45:09,1705
2024-09-26T13:05:43+09:00,00:03:17,1752
2024-09-26T13:06:16+09:00,00:00:00,2934
2024-09-26T13:06:18+09:00,00:00:43,889
2024-09-26T13:06:42+09:00,00:35:18,1604
2024-09-26T13:07:13+09:00,00:05:59,1079
2024-09-26T13:07:47+09:00,00:00:00,403
2024-09-26T13:09:34+09:00,00:00:00,3583
2024-09-26T13:10:11+09:00,06:36:16,703
2024-09-26T13:10:40+09:00,03:12:10,189
2024-09-26T13:10:43+09:00,00:06:21,913
2024-09-26T13:11:57+09:00,00:31:36,487
2024-09-26T13:14:44+09:00,00:20:53,1655
2024-09-26T13:15:54+09:00,00:43:11,2070
2024-09-26T13:18:02+09:00,01:04:25,437
2024-09-26T13:18:09+09:00,00:00:00,2153
2024-09-26T13:19:45+09:00,00:03:05,1087
2024-09-26T13:19:48+09:00,00:00:00,2881
2024-09-26T13:21:09+09:00,00:39:58,1066
2024-09-26T13:22:37+09:00,00:16:48,695
2024-09-26T13:24:10+09:00,02:41:12,1166
2024-09-26T13:25:21+09:00,00:00:00,766
2024-09-26T13:25:26+09:00,00:00:00,495
2024-09-26T13:29:10+09:00,00:20:03,2952
2024-09-26T13:29:30+09:00,00:36:59,1388
2024-09-26T13:32:41+09:00,00:00:24,657
2024-09-26T13:33:09+09:00,00:00:00,2219
2024-09-26T13:34:35+09:00,03:12:36,1605
2024-09-26T13:34:59+09:00,02:19:00,847
2024-09-26T13:37:50+09:00,00:26:15,2401
2024-09-26T13:41:21+09:00,00:05:05,1717
2024-09-26T13:45:30+09:00,00:15:41,2672
2024-09-26T13:49:44+09:00,00:10:00,118
2024-09-26T13:50:13+09:00,00:03:37,1755
2024-09-26T13:50:46+09:00,00:00:00,2394
2024-09-26T13:51:24+09:00,00:13:40,2346
2024-09-26T13:55:07+09:00,00:01:10,3238
2024-09-26T13:56:02+09:00,01:32:50,406
2024-09-26T14:01:52+09:00,00:00:16,3501
2024-09-26T14:04:42+09:00,00:06:58,889
2024-09-26T14:11:33+09:00,00:12:27,2219
2024-09-26T14:13:45+09:00,00:50:55,3241
2024-09-26T14:14:03+09:00,00:02:00,329
2024-09-26T14:14:24+09:00,00:00:00,2298
2024-09-26T14:15:29+09:00,01:03:31,3583
2024-09-26T14:18:37+09:00,00:00:05,1725
2024-09-26T14:19:04+09:00,00:00:00,777
2024-09-26T14:19:33+09:00,01:08:51,3287
2024-09-26T14:21:08+09:00,00:00:39,2934
2024-09-26T14:29:16+09:00,00:06:55,1717
2024-09-26T14:30:56+09:00,00:49:56,2838
2024-09-26T14:31:28+09:00,00:27:22,3238
2024-09-26T14:32:01+09:00,00:00:00,2672
2024-09-26T14:32:31+09:00,00:14:28,385
2024-09-26T14:33:45+09:00,00:00:00,118
2024-09-26T14:35:12+09:00,01:42:45,1705
2024-09-26T14:35:43+09:00,00:01:00,852
2024-09-26T14:36:29+09:00,00:11:11,2879
2024-09-26T14:38:30+09:00,01:32:08,2394
2024-09-26T14:43:32+09:00,00:52:59,2346
2024-09-26T14:44:47+09:00,00:06:00,1272
2024-09-26T14:46:30+09:00,00:13:58,889
2024-09-26T14:47:13+09:00,00:32:53,586
2024-09-26T14:47:57+09:00,00:00:00,2592
2024-09-26T14:50:23+09:00,01:42:49,2008
2024-09-26T14:52:17+09:00,03:12:50,88
2024-09-26T14:53:30+09:00,00:00:56,896
2024-09-26T14:54:24+09:00,00:13:56,2070
2024-09-26T14:58:45+09:00,01:11:49,657
2024-09-26T14:59:01+09:00,00:00:00,487
2024-09-26T15:00:57+09:00,00:06:18,428
2024-09-26T15:04:22+09:00,00:00:00,296
2024-09-26T15:07:07+09:00,00:53:06,2611
2024-09-26T15:07:55+09:00,00:00:00,861
2024-09-26T15:08:03+09:00,00:03:13,3430
2024-09-26T15:08:03+09:00,00:37:58,3451
2024-09-26T15:08:57+09:00,00:03:32,118
2024-09-26T15:11:45+09:00,00:00:31,3501
2024-09-26T15:13:08+09:00,02:37:16,695
2024-09-26T15:15:43+09:00,00:46:00,1544
2024-09-26T15:16:12+09:00,00:43:43,1077
2024-09-26T15:18:43+09:00,00:00:20,3157
2024-09-26T15:20:29+09:00,00:02:51,447
