dt,spend,userid
2024-09-26T10:48:02+09:00,00:00:00,14
2024-09-26T10:49:26+09:00,00:12:27,3524
2024-09-26T10:49:41+09:00,00:06:49,695
2024-09-26T10:51:40+09:00,00:00:00,88
2024-09-26T10:51:46+09:00,00:03:16,2345
2024-09-26T10:52:10+09:00,00:00:00,254
2024-09-26T10:53:20+09:00,00:00:00,657
2024-09-26T10:53:31+09:00,00:00:01,1166
2024-09-26T10:56:55+09:00,00:05:44,62
2024-09-26T11:00:55+09:00,00:00:00,1366
2024-09-26T16:10:18+09:00,01:01:08,88
2024-09-26T16:10:19+09:00,07:47:41,3524
2024-09-26T16:10:48+09:00,00:01:00,2892
2024-09-26T16:10:59+09:00,07:47:08,1166
2024-09-26T16:11:48+09:00,03:45:40,189
2024-09-26T16:12:17+09:00,00:00:14,1966
2024-09-26T16:27:57+09:00,00:00:00,1863
2024-09-26T16:28:02+09:00,00:00:00,329
2024-09-26T16:28:04+09:00,05:24:32,703
2024-09-26T16:28:04+09:00,03:47:27,2345
2024-09-26T16:29:30+09:00,01:09:25,14
2024-09-26T16:29:47+09:00,00:49:14,847
2024-09-26T16:30:25+09:00,01:08:46,2070
2024-09-26T16:33:41+09:00,00:16:36,2672
2024-09-26T16:36:57+09:00,00:57:04,657
2024-09-26T16:37:01+09:00,00:19:42,2482
2024-09-26T16:42:49+09:00,00:03:28,3560
2024-09-26T16:50:48+09:00,01:07:17,2952
2024-09-26T16:54:08+09:00,00:13:27,1071
2024-09-26T16:57:49+09:00,00:00:00,2611
2024-09-26T16:58:33+09:00,00:00:00,2219
2024-09-26T16:59:05+09:00,00:00:00,3238
2024-09-26T17:00:26+09:00,00:00:00,2607
2024-09-26T17:06:38+09:00,00:00:00,1652
2024-09-26T17:23:19+09:00,00:00:00,437
2024-09-26T17:25:10+09:00,00:03:05,2870
2024-09-26T17:26:59+09:00,00:09:50,1655
2024-09-26T17:29:04+09:00,00:00:00,2221
2024-09-26T17:31:50+09:00,00:00:00,1157
2024-09-26T17:36:15+09:00,03:30:23,2334
2024-09-26T17:41:37+09:00,00:54:00,88
2024-09-26T17:55:41+09:00,00:07:00,2258
2024-09-26T17:55:48+09:00,00:00:00,852
2024-09-26T17:57:00+09:00,00:00:00,3407
2024-09-26T18:01:17+09:00,00:00:00,3555
2024-09-26T18:05:47+09:00,00:00:00,706
2024-09-26T18:08:35+09:00,00:37:25,843
2024-09-26T18:13:41+09:00,00:00:00,2033
2024-09-26T18:14:32+09:00,00:15:33,2607
2024-09-26T18:16:19+09:00,00:29:11,428
2024-09-26T18:18:45+09:00,02:18:42,1071
2024-09-26T18:21:15+09:00,00:00:23,2070
2024-09-26T18:21:58+09:00,00:00:09,695
2024-09-26T18:30:27+09:00,00:00:00,523
2024-09-26T18:33:13+09:00,00:00:00,537
2024-09-26T18:45:50+09:00,00:42:08,731
2024-09-26T18:45:54+09:00,00:00:00,2698
2024-09-26T18:46:17+09:00,01:06:14,1717
2024-09-26T18:49:33+09:00,00:00:03,3562
2024-09-26T18:50:48+09:00,00:00:56,1941
2024-09-26T18:51:26+09:00,00:07:13,1724
2024-09-26T18:52:22+09:00,00:00:00,490
2024-09-26T18:53:34+09:00,00:00:00,1054
2024-09-26T18:56:26+09:00,00:00:00,657
2024-09-26T18:58:15+09:00,00:01:39,2070
2024-09-26T19:04:18+09:00,00:00:00,896
2024-09-26T19:04:31+09:00,00:01:09,2778
2024-09-26T19:06:05+09:00,00:00:00,1655
2024-09-26T19:10:28+09:00,00:04:14,889
2024-09-26T19:12:18+09:00,00:23:32,88
2024-09-26T19:13:13+09:00,00:01:00,3157
2024-09-26T19:18:16+09:00,00:00:00,1658
2024-09-26T19:32:40+09:00,00:00:00,520
2024-09-26T19:50:45+09:00,00:11:59,2070
2024-09-26T19:57:43+09:00,00:00:35,2220
2024-09-26T19:59:09+09:00,00:00:00,2607
2024-09-26T20:15:37+09:00,00:05:57,1115
2024-09-26T20:17:02+09:00,00:00:04,88
2024-09-26T20:18:35+09:00,00:02:26,1664
2024-09-26T20:21:55+09:00,00:00:00,2934
2024-09-26T20:23:01+09:00,01:14:51,1541
2024-09-26T20:24:09+09:00,00:00:00,437
2024-09-26T20:28:10+09:00,01:10:50,1256
2024-09-26T20:30:50+09:00,00:00:00,1655
2024-09-26T20:36:59+09:00,00:57:21,2219
2024-09-26T20:41:02+09:00,00:28:01,731
2024-09-26T20:44:58+09:00,00:00:00,3257
2024-09-26T21:13:13+09:00,00:32:30,1071
2024-09-26T21:25:24+09:00,00:00:00,657
2024-09-26T21:26:48+09:00,00:03:21,2345
2024-09-26T21:27:10+09:00,00:00:18,695
2024-09-26T21:29:01+09:00,00:00:00,14
2024-09-26T21:31:00+09:00,00:00:00,3238
2024-09-26T21:41:37+09:00,00:00:00,2971
2024-09-26T22:28:00+09:00,00:00:20,2345
2024-09-26T22:30:53+09:00,00:00:00,703
2024-09-26T23:02:09+09:00,00:00:00,2668
2024-09-26T23:56:11+09:00,00:00:00,189
2024-09-26T23:59:43+09:00,00:00:00,657
2024-09-27T00:00:47+09:00,03:09:54,1166
2024-09-27T00:00:51+09:00,00:00:23,2607
2024-09-27T00:02:07+09:00,00:00:00,3524
2024-09-27T00:57:49+09:00,00:06:32,3524
2024-09-27T02:02:31+09:00,01:05:29,3524
