dt,spend,userid
2024-09-13T14:35:37+09:00,00:10:41,3524
2024-09-13T14:35:38+09:00,00:10:05,297
2024-09-13T14:35:52+09:00,00:11:00,3157
2024-09-13T14:37:11+09:00,00:09:29,62
2024-10-01T13:31:03+09:00,03:00:06,3524
2024-10-01T13:31:05+09:00,02:59:25,412
2024-10-01T13:31:14+09:00,00:12:14,703
2024-10-01T13:31:22+09:00,00:00:00,365
2024-10-01T13:31:36+09:00,00:00:00,3639
2024-10-01T13:31:44+09:00,00:06:02,896
2024-10-01T13:31:46+09:00,00:05:00,1778
2024-10-01T13:32:33+09:00,00:12:20,329
2024-10-01T13:32:50+09:00,00:02:55,3451
2024-10-01T13:33:01+09:00,02:56:01,2905
2024-10-01T13:34:21+09:00,00:18:48,537
2024-10-01T13:35:15+09:00,00:29:18,2482
2024-10-01T13:35:32+09:00,00:00:00,3241
2024-10-01T13:35:51+09:00,00:08:25,2607
2024-10-01T13:37:56+09:00,02:51:19,2345
2024-10-01T13:38:02+09:00,00:05:25,847
2024-10-01T13:39:22+09:00,00:25:37,14
2024-10-01T13:43:10+09:00,00:00:00,88
2024-10-01T13:44:38+09:00,00:00:00,1502
2024-10-01T13:44:44+09:00,00:00:14,520
2024-10-01T13:49:44+09:00,00:00:20,2952
2024-10-01T13:50:41+09:00,00:00:00,1988
2024-10-01T13:52:17+09:00,00:00:15,1198
2024-10-01T13:52:39+09:00,00:00:00,2065
2024-10-01T13:54:20+09:00,00:44:00,1272
2024-10-01T13:55:29+09:00,00:53:50,2611
2024-10-01T13:56:45+09:00,00:00:01,2070
2024-10-01T13:59:14+09:00,00:00:25,874
2024-10-01T14:00:01+09:00,00:24:20,2401
2024-10-01T14:00:21+09:00,01:04:52,3637
2024-10-01T14:02:03+09:00,00:00:00,1715
2024-10-01T14:04:55+09:00,02:22:23,657
2024-10-01T14:10:25+09:00,00:00:00,2220
2024-10-01T14:10:34+09:00,00:29:48,437
2024-10-01T14:13:16+09:00,00:00:00,3451
2024-10-01T14:13:32+09:00,00:00:00,189
2024-10-01T14:14:12+09:00,00:00:00,2890
2024-10-01T14:15:27+09:00,00:00:00,1855
2024-10-01T14:16:10+09:00,00:12:22,1366
2024-10-01T14:23:14+09:00,00:00:00,756
2024-10-01T14:25:13+09:00,00:09:30,2453
2024-10-01T14:27:01+09:00,02:04:04,703
2024-10-01T14:30:07+09:00,01:55:33,695
2024-10-01T14:30:21+09:00,00:00:00,777
2024-10-01T14:31:38+09:00,00:00:11,3019
2024-10-01T14:33:26+09:00,00:18:04,1112
2024-10-01T14:37:10+09:00,00:49:39,88
2024-10-01T14:37:24+09:00,00:30:42,329
2024-10-01T14:37:57+09:00,00:00:59,1704
2024-10-01T14:38:14+09:00,00:00:15,2607
2024-10-01T14:39:06+09:00,00:00:00,365
2024-10-01T14:40:33+09:00,00:00:00,1133
2024-10-01T14:43:51+09:00,00:38:25,189
2024-10-01T14:44:55+09:00,00:01:44,520
2024-10-01T14:45:01+09:00,00:21:25,3451
2024-10-01T14:52:18+09:00,00:00:00,847
2024-10-01T14:55:45+09:00,00:24:13,2070
2024-10-01T14:55:55+09:00,00:52:54,1655
2024-10-01T14:56:35+09:00,00:00:00,625
2024-10-01T14:57:18+09:00,00:30:08,2401
2024-10-01T14:59:42+09:00,00:05:55,14
2024-10-01T15:02:24+09:00,00:02:40,911
2024-10-01T15:06:28+09:00,00:03:00,3345
2024-10-01T15:08:45+09:00,00:00:00,889
2024-10-01T15:10:12+09:00,00:00:00,663
2024-10-01T15:14:44+09:00,00:00:00,1272
2024-10-01T15:18:24+09:00,00:00:00,2672
2024-10-01T15:18:26+09:00,00:00:00,1605
2024-10-01T15:19:35+09:00,00:00:00,1584
2024-10-01T15:22:54+09:00,00:14:20,537
2024-10-01T15:26:28+09:00,00:38:20,847
2024-10-01T15:32:20+09:00,00:03:14,2611
2024-10-01T15:33:48+09:00,00:00:15,2607
2024-10-01T15:36:54+09:00,00:01:26,14
2024-10-01T15:38:16+09:00,00:02:41,3637
2024-10-01T15:38:51+09:00,00:00:00,1115
2024-10-01T15:43:33+09:00,00:00:00,794
2024-10-01T15:44:26+09:00,00:00:00,1715
2024-10-01T15:49:30+09:00,00:22:27,329
2024-10-01T15:51:15+09:00,00:02:51,1636
2024-10-01T15:51:35+09:00,00:21:04,3451
2024-10-01T15:55:21+09:00,00:30:38,1778
2024-10-01T15:57:15+09:00,00:00:00,520
2024-10-01T15:57:17+09:00,00:02:40,2070
2024-10-01T15:57:44+09:00,00:00:00,1149
2024-10-01T16:04:01+09:00,00:07:56,1605
2024-10-01T16:05:30+09:00,00:01:13,2482
2024-10-01T16:05:42+09:00,00:00:00,861
2024-10-01T16:05:47+09:00,00:00:00,3345
2024-10-01T16:08:25+09:00,00:14:01,2401
2024-10-01T16:10:13+09:00,00:00:00,1409
2024-10-01T16:10:32+09:00,00:00:00,911
2024-10-01T16:11:20+09:00,00:00:00,2919
2024-10-01T16:11:56+09:00,00:00:39,406
2024-10-01T16:12:08+09:00,00:00:00,477
2024-10-01T16:12:26+09:00,00:00:10,537
2024-10-01T16:12:45+09:00,00:12:15,3389
2024-10-01T16:13:58+09:00,00:05:50,2672
2024-10-01T16:13:59+09:00,00:00:00,3560
2024-10-01T16:16:32+09:00,00:00:00,3555
2024-10-01T16:21:44+09:00,00:00:00,14
2024-10-01T16:22:05+09:00,00:00:00,437
2024-10-01T16:22:57+09:00,00:00:00,1079
2024-10-01T16:24:33+09:00,00:00:00,1601
2024-10-01T16:24:45+09:00,00:00:00,3142
