dt,spend,userid
2024-08-27T16:54:59+09:00,00:00:00,3157
2024-09-24T15:20:06+09:00,08:38:41,3524
2024-09-24T15:20:29+09:00,00:03:00,657
2024-09-24T15:20:36+09:00,00:04:38,329
2024-09-24T15:20:50+09:00,00:16:33,2952
2024-09-24T15:21:13+09:00,02:38:07,2345
2024-09-24T15:21:43+09:00,00:00:00,3451
2024-09-24T15:24:37+09:00,00:10:02,2070
2024-09-24T15:24:47+09:00,01:18:11,703
2024-09-24T15:27:17+09:00,00:23:36,3345
2024-09-24T15:27:55+09:00,01:02:20,14
2024-09-24T15:28:28+09:00,00:31:06,993
2024-09-24T15:31:26+09:00,00:14:08,2499
2024-09-24T15:34:17+09:00,00:36:09,1604
2024-09-24T15:35:23+09:00,00:20:50,3555
2024-09-24T15:47:27+09:00,00:09:31,896
2024-09-24T15:49:59+09:00,00:55:44,189
2024-09-24T15:55:17+09:00,00:00:00,1432
2024-09-24T15:56:35+09:00,00:16:28,1272
2024-09-24T16:01:56+09:00,00:00:00,520
2024-09-24T16:08:33+09:00,00:00:00,211
2024-09-24T16:10:58+09:00,00:10:17,3501
2024-09-24T16:12:38+09:00,00:00:00,1717
2024-09-24T16:13:21+09:00,00:21:15,695
2024-09-24T16:15:30+09:00,00:00:00,1529
2024-09-24T16:19:13+09:00,00:00:00,657
2024-09-24T16:25:18+09:00,00:00:00,1432
2024-09-24T16:31:37+09:00,00:00:45,2070
2024-09-24T16:31:44+09:00,00:36:23,62
2024-09-24T16:32:21+09:00,00:30:11,688
2024-09-24T16:39:20+09:00,00:00:00,2607
2024-09-24T16:49:56+09:00,00:28:51,731
2024-09-24T17:03:11+09:00,00:09:17,657
2024-09-24T17:05:41+09:00,00:02:10,2070
2024-09-24T17:06:27+09:00,00:36:53,437
2024-09-24T17:07:16+09:00,00:10:57,2952
2024-09-24T17:13:05+09:00,00:11:05,1432
2024-09-24T17:15:44+09:00,00:02:00,706
2024-09-24T17:26:57+09:00,00:00:00,2639
