dt,spend,userid
2024-10-08T10:35:46+09:00,00:00:08,88
2024-10-08T11:52:47+09:00,00:00:00,3524
2024-10-08T11:52:57+09:00,00:00:00,703
2024-10-09T10:04:40+09:00,12:09:05,3524
2024-10-09T10:05:20+09:00,01:46:40,2607
2024-10-09T10:05:30+09:00,09:24:01,695
2024-10-09T10:06:49+09:00,10:33:42,2345
2024-10-09T10:07:37+09:00,00:06:56,2401
2024-10-09T10:07:40+09:00,00:00:00,189
2024-10-09T10:08:21+09:00,00:04:00,1157
2024-10-09T10:11:31+09:00,00:00:00,1272
2024-10-09T10:17:25+09:00,11:03:05,703
2024-10-09T10:20:39+09:00,00:07:27,889
2024-10-09T10:23:05+09:00,00:05:50,1493
2024-10-09T10:24:11+09:00,00:03:14,88
2024-10-09T10:25:37+09:00,00:00:00,861
2024-10-09T10:38:13+09:00,00:42:24,520
2024-10-09T10:39:07+09:00,00:00:00,1655
2024-10-09T10:43:09+09:00,00:12:00,2952
2024-10-09T10:43:10+09:00,00:00:00,970
2024-10-09T10:45:44+09:00,00:01:22,3538
2024-10-09T10:55:51+09:00,01:15:51,657
2024-10-09T10:56:32+09:00,00:02:00,1749
2024-10-09T10:59:01+09:00,00:00:30,3253
2024-10-09T11:02:14+09:00,00:02:40,189
2024-10-09T11:03:46+09:00,00:00:00,1166
2024-10-09T11:14:44+09:00,00:00:00,2220
2024-10-09T11:31:41+09:00,00:00:11,88
2024-10-09T11:34:05+09:00,00:00:07,1652
2024-10-09T11:34:07+09:00,00:00:01,847
2024-10-09T11:40:03+09:00,00:00:00,3226
2024-10-09T11:41:15+09:00,00:00:00,2870
2024-10-09T11:41:51+09:00,00:35:24,2401
2024-10-09T11:42:17+09:00,00:16:27,189
2024-10-09T11:43:17+09:00,00:00:00,2221
2024-10-09T11:44:11+09:00,00:00:01,1071
2024-10-09T11:45:27+09:00,00:00:01,118
2024-10-09T11:50:45+09:00,00:02:30,2220
2024-10-09T11:51:45+09:00,00:55:36,437
2024-10-09T11:54:42+09:00,00:00:00,2611
2024-10-09T11:57:14+09:00,00:00:00,889
2024-10-09T11:58:15+09:00,00:00:00,1604
2024-10-09T11:59:10+09:00,00:10:03,2646
2024-10-09T12:00:59+09:00,00:00:01,2624
2024-10-09T12:01:29+09:00,00:00:09,1427
2024-10-09T12:03:32+09:00,00:00:00,14
2024-10-09T12:06:28+09:00,00:00:00,523
2024-10-09T12:08:27+09:00,00:02:59,1201
2024-10-09T12:08:42+09:00,00:03:41,1220
2024-10-09T12:10:34+09:00,00:00:00,625
2024-10-09T12:13:19+09:00,00:00:00,1655
2024-10-09T12:19:37+09:00,00:00:01,3257
2024-10-09T12:23:25+09:00,00:00:00,2555
2024-10-09T12:27:07+09:00,00:00:00,3639
2024-10-09T12:30:41+09:00,00:00:43,731
2024-10-09T12:32:22+09:00,00:02:03,3451
2024-10-09T12:33:54+09:00,00:15:56,2905
2024-10-09T12:34:33+09:00,00:05:00,2964
2024-10-09T12:35:40+09:00,00:05:26,495
2024-10-09T12:37:39+09:00,00:00:01,1079
2024-10-09T12:43:29+09:00,00:00:26,523
2024-10-09T12:44:24+09:00,00:04:29,3407
2024-10-09T12:44:55+09:00,00:00:00,2220
2024-10-09T12:47:20+09:00,00:00:00,3389
2024-10-09T12:50:00+09:00,00:00:01,1166
2024-10-09T12:51:20+09:00,00:22:22,2209
2024-10-09T12:53:36+09:00,00:05:13,657
2024-10-09T12:54:27+09:00,00:00:00,189
2024-10-09T12:56:09+09:00,00:00:00,2879
2024-10-09T12:58:32+09:00,00:07:59,3555
2024-10-09T13:00:47+09:00,01:13:18,14
2024-10-09T13:01:28+09:00,00:00:00,1765
2024-10-09T13:02:02+09:00,00:01:12,329
2024-10-09T13:02:19+09:00,00:00:00,2611
2024-10-09T13:02:35+09:00,00:00:07,1272
2024-10-09T13:03:17+09:00,00:00:00,3637
2024-10-09T13:04:24+09:00,00:00:24,2952
2024-10-09T13:11:39+09:00,00:00:00,731
2024-10-09T13:16:59+09:00,00:01:04,1988
2024-10-09T13:17:09+09:00,00:02:09,3257
2024-10-09T13:17:56+09:00,00:00:00,88
2024-10-09T13:19:45+09:00,00:46:38,1655
2024-10-09T13:23:22+09:00,00:00:00,520
2024-10-09T13:31:03+09:00,00:00:00,1157
2024-10-09T13:33:41+09:00,00:12:34,437
2024-10-09T13:35:08+09:00,00:00:00,2964
2024-10-09T13:42:21+09:00,00:30:31,2952
2024-10-09T13:42:41+09:00,00:00:00,170
2024-10-09T13:42:41+09:00,00:25:21,385
2024-10-09T13:44:06+09:00,00:00:00,2401
2024-10-09T13:47:31+09:00,00:01:18,847
2024-10-09T13:53:11+09:00,00:11:04,189
2024-10-09T13:56:56+09:00,00:28:20,657
2024-10-09T14:01:19+09:00,00:02:21,520
2024-10-09T14:03:37+09:00,00:00:00,1366
2024-10-09T14:05:58+09:00,00:00:00,3238
2024-10-09T14:13:38+09:00,00:00:00,329
2024-10-09T14:24:51+09:00,00:00:00,1284
2024-10-09T14:25:57+09:00,00:00:00,1079
2024-10-09T14:33:11+09:00,00:07:44,889
2024-10-09T14:34:01+09:00,00:00:26,2734
2024-10-09T14:37:44+09:00,00:04:38,2147
2024-10-09T14:37:46+09:00,00:06:00,731
2024-10-09T14:48:06+09:00,00:13:12,189
2024-10-09T14:49:59+09:00,00:00:39,3555
2024-10-09T14:53:24+09:00,00:00:14,88
2024-10-09T14:55:04+09:00,00:08:37,2070
2024-10-09T14:56:35+09:00,00:00:55,2607
2024-10-09T14:57:48+09:00,00:00:00,2870
