dt,spend,userid
2024-10-11T10:03:18+09:00,00:00:00,703
2024-10-11T10:39:50+09:00,00:00:00,695
2024-10-11T10:39:59+09:00,00:00:48,3524
2024-10-11T10:40:06+09:00,00:00:47,703
2024-10-11T10:40:09+09:00,00:00:07,2345
2024-10-11T10:40:10+09:00,00:03:16,88
2024-10-11T16:22:18+09:00,05:54:58,2345
2024-10-11T16:22:27+09:00,07:12:04,3524
2024-10-11T16:23:50+09:00,00:00:00,1717
2024-10-11T16:24:38+09:00,07:03:00,703
2024-10-11T16:24:42+09:00,02:27:09,1130
2024-10-11T16:25:43+09:00,00:01:00,657
2024-10-11T16:25:47+09:00,00:00:00,437
2024-10-11T16:26:24+09:00,03:01:46,88
2024-10-11T16:27:53+09:00,01:33:30,2220
2024-10-11T16:28:09+09:00,01:53:37,14
2024-10-11T16:30:27+09:00,00:03:28,2607
2024-10-11T16:31:13+09:00,00:00:00,3152
2024-10-11T16:31:33+09:00,00:00:00,1756
2024-10-11T16:40:07+09:00,03:15:30,2870
2024-10-11T16:41:33+09:00,00:00:00,487
2024-10-11T16:42:09+09:00,00:02:44,2482
2024-10-11T16:44:21+09:00,00:00:24,2219
2024-10-11T16:44:58+09:00,00:00:00,1409
2024-10-11T16:47:11+09:00,00:01:37,1941
2024-10-11T16:47:19+09:00,00:00:00,1272
2024-10-11T16:48:11+09:00,00:00:00,695
2024-10-11T16:52:07+09:00,00:00:00,2499
2024-10-11T16:53:40+09:00,00:02:00,2070
2024-10-11T17:00:55+09:00,00:02:24,447
2024-10-11T17:05:39+09:00,00:51:27,2970
2024-10-11T17:05:42+09:00,00:43:09,189
2024-10-11T17:06:29+09:00,00:00:37,1724
2024-10-11T17:06:52+09:00,00:00:20,1166
2024-10-11T17:07:18+09:00,00:00:22,861
2024-10-11T17:07:20+09:00,00:00:00,3639
2024-10-11T17:07:48+09:00,00:00:18,520
2024-10-11T17:08:15+09:00,00:00:00,3217
2024-10-11T17:08:31+09:00,01:46:28,2607
2024-10-11T17:13:22+09:00,00:34:30,777
2024-10-11T17:16:22+09:00,00:07:23,2401
2024-10-11T17:28:11+09:00,00:00:00,2070
2024-10-11T17:28:19+09:00,00:03:21,688
2024-10-11T17:32:38+09:00,00:03:20,385
2024-10-11T17:32:47+09:00,00:21:17,889
2024-10-11T17:33:33+09:00,00:00:00,1071
2024-10-11T17:33:41+09:00,00:00:02,2499
2024-10-11T17:34:05+09:00,00:00:28,329
2024-10-11T17:34:37+09:00,00:00:00,1605
2024-10-11T17:36:02+09:00,00:12:28,1272
2024-10-11T17:38:09+09:00,00:06:29,695
2024-10-11T17:38:13+09:00,00:21:40,520
2024-10-11T17:43:25+09:00,01:53:47,657
2024-10-11T17:44:48+09:00,00:29:35,3562
2024-10-11T17:45:45+09:00,00:00:00,3317
2024-10-11T17:45:56+09:00,00:00:00,1749
2024-10-11T17:48:45+09:00,00:13:18,392
2024-10-11T17:51:08+09:00,00:41:47,487
2024-10-11T17:52:41+09:00,00:00:00,297
2024-10-11T17:54:20+09:00,00:00:57,406
2024-10-11T17:55:05+09:00,00:00:00,1604
2024-10-11T17:55:22+09:00,00:00:00,2964
2024-10-11T17:58:20+09:00,00:00:00,1101
2024-10-11T17:59:00+09:00,00:00:00,1655
2024-10-11T18:01:31+09:00,00:31:03,2219
2024-10-11T18:08:02+09:00,00:00:00,1881
2024-10-11T18:16:34+09:00,00:00:32,211
2024-10-11T18:16:50+09:00,00:00:00,695
2024-10-11T18:17:06+09:00,00:00:00,1157
2024-10-11T18:18:03+09:00,00:07:30,1115
2024-10-11T18:21:48+09:00,00:00:00,1149
2024-10-11T18:22:27+09:00,00:12:46,1166
2024-10-11T18:32:01+09:00,00:01:12,3034
2024-10-11T18:34:05+09:00,00:00:00,329
2024-10-11T18:34:20+09:00,00:22:03,392
2024-10-11T18:37:19+09:00,00:47:51,189
2024-10-11T18:53:07+09:00,01:26:45,695
2024-10-11T18:53:38+09:00,00:00:00,1272
2024-10-11T18:53:57+09:00,00:10:01,403
2024-10-11T18:54:44+09:00,00:29:42,3562
2024-10-11T18:55:31+09:00,00:00:00,1717
2024-10-11T19:08:21+09:00,00:15:54,297
2024-10-11T19:22:34+09:00,00:53:04,1166
2024-10-11T19:24:56+09:00,00:00:01,3157
2024-10-11T19:25:00+09:00,00:00:00,296
2024-10-11T19:25:02+09:00,00:15:50,3407
2024-10-11T19:25:26+09:00,00:05:04,1071
2024-10-11T19:25:36+09:00,00:00:00,2346
2024-10-11T19:25:59+09:00,00:07:40,3639
2024-10-11T19:26:46+09:00,00:12:13,3238
2024-10-11T19:27:48+09:00,00:00:00,437
2024-10-11T19:29:28+09:00,00:00:00,487
2024-10-11T19:29:37+09:00,00:00:00,731
2024-10-11T19:52:46+09:00,00:01:01,329
2024-10-11T19:59:37+09:00,00:08:49,88
2024-10-11T20:07:35+09:00,00:00:00,1717
2024-10-11T20:09:19+09:00,00:00:13,211
2024-10-11T20:15:23+09:00,00:05:20,2153
2024-10-11T20:20:01+09:00,00:01:00,14
2024-10-11T20:21:40+09:00,00:00:00,2499
2024-10-11T20:24:17+09:00,00:00:00,657
2024-10-11T20:30:45+09:00,00:02:00,852
2024-10-11T20:44:28+09:00,01:14:13,2870
2024-10-11T20:48:23+09:00,00:00:01,1717
2024-10-11T20:57:13+09:00,00:00:00,88
2024-10-11T21:06:55+09:00,00:08:50,1166
2024-10-11T21:19:55+09:00,00:01:15,927
2024-10-11T21:36:56+09:00,00:00:39,88
2024-10-11T21:48:03+09:00,00:07:22,2607
2024-10-11T21:54:01+09:00,00:00:00,329
2024-10-11T21:54:23+09:00,00:15:50,211
2024-10-11T21:55:16+09:00,00:21:41,2952
2024-10-11T21:58:53+09:00,00:00:00,385
2024-10-11T22:01:31+09:00,00:00:00,695
