dt,spend,userid
2024-09-25T10:23:02+09:00,13:29:44,3524
2024-09-25T10:23:27+09:00,00:00:21,1539
2024-09-25T10:29:46+09:00,00:00:03,88
2024-09-25T10:37:54+09:00,00:00:00,2338
2024-09-25T10:45:43+09:00,00:22:55,657
2024-09-25T10:50:51+09:00,00:00:00,2220
2024-09-25T10:54:41+09:00,00:00:00,2970
2024-09-25T11:00:53+09:00,00:08:20,1988
2024-09-25T11:05:39+09:00,00:00:00,487
2024-09-25T11:06:29+09:00,00:00:06,2734
2024-09-25T11:21:30+09:00,00:00:00,3451
2024-09-25T11:27:21+09:00,01:20:36,2345
2024-09-25T11:39:26+09:00,00:00:00,2401
2024-09-25T11:40:12+09:00,00:04:00,2070
2024-09-25T11:53:09+09:00,00:00:00,3637
2024-09-25T12:01:22+09:00,00:00:38,3555
2024-09-25T12:04:08+09:00,00:00:00,695
2024-09-25T12:05:10+09:00,00:00:00,889
2024-09-25T12:07:29+09:00,00:02:25,3451
2024-09-25T12:20:40+09:00,00:00:00,657
2024-09-25T12:33:02+09:00,00:16:37,1284
2024-09-25T12:34:35+09:00,00:00:05,3253
2024-09-25T12:46:21+09:00,00:05:21,403
2024-09-25T12:47:36+09:00,00:00:00,1871
2024-09-25T12:53:03+09:00,00:00:26,2499
2024-09-25T13:02:40+09:00,00:00:00,657
2024-09-25T13:15:39+09:00,00:05:08,703
2024-09-25T13:16:31+09:00,00:00:00,1655
2024-09-25T13:36:11+09:00,00:00:00,1855
2024-09-25T13:49:21+09:00,00:00:00,3157
2024-09-25T13:59:03+09:00,00:17:18,889
2024-09-25T14:03:56+09:00,00:39:59,2345
2024-09-25T14:12:00+09:00,00:00:01,62
2024-09-25T14:13:22+09:00,00:00:02,731
2024-09-25T14:17:21+09:00,00:08:22,703
2024-09-25T14:24:43+09:00,00:00:17,385
2024-09-25T14:27:32+09:00,00:00:45,437
2024-09-25T14:42:07+09:00,00:13:38,695
2024-09-25T15:13:09+09:00,00:00:00,129
2024-09-25T15:17:07+09:00,00:00:00,88
2024-09-25T15:17:58+09:00,00:00:00,2221
2024-09-25T15:22:57+09:00,00:20:16,703
2024-09-25T15:36:23+09:00,00:46:05,695
2024-09-25T15:36:46+09:00,00:00:01,62
2024-09-25T15:36:47+09:00,00:00:00,3538
2024-09-25T15:37:47+09:00,00:25:54,2345
2024-09-25T15:41:42+09:00,00:01:10,3451
2024-09-25T15:45:09+09:00,00:00:00,706
2024-09-25T15:52:11+09:00,00:00:00,189
2024-09-25T15:55:57+09:00,00:00:00,2607
2024-09-25T15:59:01+09:00,00:00:00,1272
2024-09-25T16:14:01+09:00,00:00:00,426
2024-09-25T16:42:49+09:00,00:00:35,1604
2024-09-25T16:43:02+09:00,00:00:00,2934
2024-09-25T16:46:24+09:00,04:40:08,2345
2024-09-25T16:49:45+09:00,00:00:00,189
2024-09-25T16:53:16+09:00,01:50:54,703
2024-09-25T16:53:39+09:00,00:00:00,1202
2024-09-25T16:57:43+09:00,00:10:26,2401
2024-09-25T17:00:22+09:00,00:00:00,2952
2024-09-25T17:01:58+09:00,00:01:03,695
2024-09-25T17:03:53+09:00,00:00:00,1256
2024-09-25T17:17:59+09:00,00:01:04,1655
2024-09-25T17:18:48+09:00,00:00:56,2611
2024-09-25T17:26:02+09:00,00:00:00,657
2024-09-25T17:26:34+09:00,00:00:00,3405
2024-09-25T17:27:48+09:00,00:00:00,911
2024-09-25T17:30:18+09:00,00:00:00,2499
2024-09-25T17:31:21+09:00,00:00:20,1604
2024-09-25T17:35:20+09:00,00:00:09,2607
2024-09-25T17:35:59+09:00,00:00:00,385
2024-09-25T17:36:06+09:00,00:00:21,487
2024-09-25T17:39:55+09:00,00:24:58,1272
2024-09-25T17:40:14+09:00,00:00:00,2221
2024-09-25T17:42:55+09:00,00:00:00,14
2024-09-25T17:43:41+09:00,00:00:00,2838
2024-09-25T17:45:24+09:00,00:00:00,861
2024-09-25T17:48:22+09:00,00:00:00,889
2024-09-25T17:50:55+09:00,00:00:00,3451
2024-09-25T17:52:15+09:00,00:00:00,1071
2024-09-25T17:53:10+09:00,00:08:32,731
2024-09-25T17:56:00+09:00,00:00:06,88
2024-09-25T17:56:11+09:00,00:00:00,1115
2024-09-25T18:03:58+09:00,00:00:00,695
2024-09-25T18:05:07+09:00,00:00:00,3345
2024-09-25T18:06:35+09:00,00:00:00,1604
2024-09-25T18:07:58+09:00,00:00:00,3501
2024-09-25T18:08:38+09:00,00:00:00,2952
2024-09-25T18:09:20+09:00,00:00:00,1855
2024-09-25T18:09:24+09:00,00:00:40,1493
2024-09-25T18:09:38+09:00,00:05:42,2401
2024-09-25T18:09:54+09:00,00:00:00,437
2024-09-25T18:10:51+09:00,00:10:05,2964
2024-09-25T18:13:05+09:00,00:00:00,680
2024-09-25T18:13:28+09:00,00:00:14,1655
2024-09-25T18:15:24+09:00,00:00:00,2209
2024-09-25T18:15:49+09:00,00:00:01,118
2024-09-25T18:15:52+09:00,00:00:00,297
2024-09-25T18:15:52+09:00,00:00:00,1749
2024-09-25T18:15:57+09:00,00:00:00,3265
2024-09-25T18:21:26+09:00,00:22:58,3238
2024-09-25T18:22:30+09:00,00:00:00,189
2024-09-25T18:24:10+09:00,00:00:00,688
2024-09-25T18:31:06+09:00,00:00:00,657
2024-09-25T18:31:23+09:00,00:00:00,520
2024-09-25T18:31:40+09:00,00:00:00,1071
2024-09-25T18:32:06+09:00,00:00:25,2970
2024-09-25T18:35:14+09:00,00:00:00,468
2024-09-25T18:35:20+09:00,00:24:09,731
2024-09-25T18:38:16+09:00,00:02:00,706
2024-09-25T18:43:43+09:00,00:20:52,385
2024-09-25T18:45:50+09:00,00:00:00,62
2024-09-25T18:48:33+09:00,00:10:19,695
2024-09-25T18:54:22+09:00,00:20:40,1655
2024-09-25T18:57:15+09:00,00:00:00,2221
2024-09-25T19:00:54+09:00,00:06:20,437
2024-09-25T19:01:36+09:00,00:00:09,3056
2024-09-25T19:05:34+09:00,00:08:17,657
2024-09-25T19:18:05+09:00,00:00:31,3238
2024-09-25T19:18:22+09:00,00:00:00,1604
2024-09-25T19:25:50+09:00,00:00:14,847
