dt,spend,userid
2024-09-24T13:11:54+09:00,02:17:45,2345
2024-09-24T13:12:31+09:00,04:09:04,3524
2024-09-24T13:30:46+09:00,00:00:00,1202
2024-09-24T13:36:19+09:00,00:11:43,657
2024-09-24T13:38:35+09:00,00:07:32,695
2024-09-24T13:38:54+09:00,00:00:00,1655
2024-09-24T13:48:02+09:00,00:00:00,14
2024-09-24T13:50:55+09:00,00:02:12,2905
2024-09-24T13:57:04+09:00,00:00:00,189
2024-09-24T13:57:26+09:00,02:06:39,2879
2024-09-24T14:16:13+09:00,00:00:36,680
2024-09-24T14:17:50+09:00,00:00:00,731
2024-09-24T14:24:21+09:00,00:00:00,1655
2024-09-24T14:36:25+09:00,00:26:56,2905
2024-09-24T14:43:55+09:00,00:01:42,136
2024-09-24T14:48:48+09:00,00:00:00,889
2024-09-24T14:57:49+09:00,00:02:01,2401
2024-09-24T14:59:19+09:00,00:00:00,731
2024-09-24T15:16:43+09:00,00:02:21,680
2024-09-24T15:19:42+09:00,00:03:00,1272
2024-09-24T15:23:54+09:00,00:00:00,1988
2024-09-24T15:25:05+09:00,00:00:00,487
2024-09-24T15:26:52+09:00,00:04:45,189
2024-09-24T15:27:55+09:00,00:00:00,14
2024-09-24T15:35:20+09:00,00:00:00,2905
2024-09-24T15:37:03+09:00,00:00:29,88
2024-09-24T15:42:20+09:00,00:00:00,688
2024-09-24T15:50:24+09:00,00:04:45,3238
2024-09-24T16:09:15+09:00,00:00:00,1752
2024-09-24T16:09:31+09:00,00:00:00,1272
2024-09-24T16:11:03+09:00,00:00:00,680
2024-09-24T16:19:54+09:00,00:11:06,2345
2024-09-24T16:25:42+09:00,00:02:01,2401
2024-09-24T16:56:46+09:00,00:00:00,2879
2024-09-24T17:01:05+09:00,00:00:00,1202
2024-09-24T17:09:16+09:00,00:22:52,2345
2024-09-24T17:20:55+09:00,00:00:00,189
2024-09-24T17:31:56+09:00,00:00:01,495
2024-09-24T19:17:12+09:00,00:00:00,2345
2024-09-24T20:08:21+09:00,00:00:16,3524
2024-09-24T21:10:13+09:00,00:00:04,3524
2024-09-25T03:53:31+09:00,00:02:39,3524
2024-09-25T05:58:06+09:00,00:00:31,3524
2024-09-25T06:01:46+09:00,00:00:00,2345
2024-09-25T07:37:49+09:00,09:26:24,3524
2024-09-25T08:09:09+09:00,00:23:55,1604
2024-09-25T08:21:31+09:00,01:14:44,2345
2024-09-25T08:22:20+09:00,00:08:41,1765
2024-09-25T08:24:19+09:00,00:07:17,889
2024-09-25T08:29:37+09:00,00:00:00,731
2024-09-25T08:29:48+09:00,00:00:00,2061
2024-09-25T08:39:49+09:00,00:00:00,189
2024-09-25T08:57:00+09:00,00:00:11,2905
2024-09-25T09:07:17+09:00,00:02:21,2611
2024-09-25T09:08:40+09:00,00:01:09,3637
2024-09-25T09:10:00+09:00,00:00:48,2401
2024-09-25T09:11:01+09:00,00:00:00,703
2024-09-25T09:12:40+09:00,00:00:00,468
2024-09-25T09:13:33+09:00,00:00:00,3238
2024-09-25T09:24:23+09:00,00:04:09,385
2024-09-25T09:31:25+09:00,00:01:40,14
2024-09-25T09:31:34+09:00,00:00:00,437
2024-09-25T09:32:03+09:00,00:00:20,86
2024-09-25T09:55:40+09:00,00:02:55,1604
2024-09-25T09:56:02+09:00,00:00:00,1272
2024-09-25T09:56:13+09:00,00:46:38,3555
2024-09-25T09:59:55+09:00,00:04:43,2401
2024-09-25T10:01:33+09:00,00:00:00,3407
2024-09-25T10:03:18+09:00,00:00:04,3345
2024-09-25T10:05:46+09:00,00:57:54,189
2024-09-25T10:07:38+09:00,00:00:45,14
2024-09-25T10:10:57+09:00,00:00:01,2905
2024-09-25T10:13:44+09:00,00:05:01,385
2024-09-25T10:14:30+09:00,00:00:00,1655
2024-09-25T10:14:50+09:00,00:00:00,468
2024-09-25T10:15:03+09:00,00:00:00,1445
2024-09-25T10:15:52+09:00,00:00:00,688
