dt,spend,userid
2024-09-13T13:37:45+09:00,00:00:00,3157
2024-09-30T10:17:41+09:00,00:00:00,703
2024-09-30T16:04:31+09:00,06:26:58,3524
2024-09-30T16:04:32+09:00,00:13:24,2221
2024-09-30T16:04:32+09:00,00:07:42,2394
2024-09-30T16:04:41+09:00,03:44:11,88
2024-09-30T16:05:00+09:00,00:19:34,211
2024-09-30T16:05:07+09:00,02:15:59,1755
2024-09-30T16:05:12+09:00,00:00:31,1903
2024-09-30T16:05:19+09:00,03:43:14,703
2024-09-30T16:05:36+09:00,00:04:53,731
2024-09-30T16:07:02+09:00,00:51:44,437
2024-09-30T16:07:07+09:00,04:25:06,2345
2024-09-30T16:07:24+09:00,00:46:53,695
2024-09-30T16:07:30+09:00,00:23:24,889
2024-09-30T16:07:51+09:00,01:16:00,777
2024-09-30T16:08:00+09:00,00:06:11,2219
2024-09-30T16:08:23+09:00,00:00:00,2952
2024-09-30T16:10:24+09:00,00:00:00,1272
2024-09-30T16:11:03+09:00,00:00:00,993
2024-09-30T16:11:48+09:00,03:23:54,3555
2024-09-30T16:14:13+09:00,00:09:29,2220
2024-09-30T16:16:29+09:00,00:26:26,189
2024-09-30T16:19:05+09:00,00:00:17,2925
2024-09-30T16:19:54+09:00,00:00:00,861
2024-09-30T16:20:05+09:00,00:07:59,657
2024-09-30T16:20:51+09:00,00:09:51,14
2024-09-30T16:21:01+09:00,00:06:02,487
2024-09-30T16:21:04+09:00,00:00:00,2734
2024-09-30T16:21:28+09:00,00:13:54,1655
2024-09-30T16:22:20+09:00,00:00:00,3238
2024-09-30T16:22:37+09:00,00:01:00,1117
2024-09-30T16:26:01+09:00,00:22:08,3345
2024-09-30T16:26:55+09:00,00:00:00,2879
2024-09-30T16:28:39+09:00,00:00:00,2258
2024-09-30T16:30:19+09:00,00:00:00,852
2024-09-30T16:38:48+09:00,00:00:00,3253
2024-09-30T16:41:48+09:00,07:18:11,62
2024-09-30T16:45:32+09:00,00:00:00,403
2024-09-30T16:52:53+09:00,00:00:00,731
2024-09-30T16:54:15+09:00,00:05:05,2952
2024-09-30T16:59:07+09:00,00:00:00,2607
2024-09-30T17:06:06+09:00,00:09:10,2220
2024-09-30T17:11:14+09:00,00:00:00,2070
2024-09-30T17:12:01+09:00,00:04:46,1272
2024-09-30T17:12:57+09:00,00:00:00,428
2024-09-30T17:13:12+09:00,00:56:19,2221
2024-09-30T17:16:42+09:00,00:06:06,993
2024-09-30T17:18:19+09:00,00:00:00,1655
2024-09-30T17:21:44+09:00,02:21:36,657
2024-09-30T17:29:50+09:00,00:00:01,1284
2024-09-30T17:33:18+09:00,00:38:38,731
2024-09-30T17:36:19+09:00,00:44:03,14
2024-09-30T17:36:51+09:00,00:07:01,2719
2024-09-30T17:39:02+09:00,00:35:52,3501
2024-09-30T17:41:50+09:00,00:53:55,695
2024-09-30T17:42:10+09:00,00:00:00,2219
2024-09-30T17:45:37+09:00,00:24:50,2607
2024-09-30T17:47:29+09:00,00:00:30,3538
2024-09-30T17:49:54+09:00,00:51:37,1655
2024-09-30T17:56:31+09:00,00:21:03,2672
2024-09-30T17:57:30+09:00,00:00:00,1272
2024-09-30T17:58:53+09:00,00:00:00,889
2024-09-30T18:00:25+09:00,00:46:44,1079
2024-09-30T18:00:28+09:00,00:06:58,2482
2024-09-30T18:00:35+09:00,00:02:18,437
2024-09-30T18:02:47+09:00,00:00:00,537
2024-09-30T18:02:48+09:00,00:16:57,1988
2024-09-30T18:03:55+09:00,00:20:16,2734
2024-09-30T18:03:55+09:00,00:09:09,2838
2024-09-30T18:05:40+09:00,00:00:00,487
2024-09-30T18:08:26+09:00,00:08:38,2952
2024-09-30T18:12:55+09:00,00:00:34,495
2024-09-30T18:13:49+09:00,00:00:06,1284
2024-09-30T18:14:24+09:00,00:02:03,3451
2024-09-30T18:15:35+09:00,00:06:19,520
2024-09-30T18:19:20+09:00,00:01:18,1855
2024-09-30T18:19:54+09:00,00:00:00,2778
2024-09-30T18:20:00+09:00,00:00:00,118
2024-09-30T18:20:02+09:00,05:38:34,211
2024-09-30T18:21:07+09:00,00:34:31,993
2024-09-30T18:29:01+09:00,00:00:03,523
2024-09-30T18:37:03+09:00,00:00:00,2639
2024-09-30T18:40:01+09:00,00:00:00,1255
2024-09-30T18:46:25+09:00,00:00:01,2401
2024-09-30T18:46:47+09:00,00:00:21,896
2024-09-30T18:51:46+09:00,00:46:03,2952
2024-09-30T18:52:52+09:00,00:16:05,392
2024-09-30T18:55:46+09:00,00:00:06,3345
2024-09-30T18:56:34+09:00,00:00:00,3501
