dt,spend,userid
2024-09-25T09:37:53+09:00,00:00:00,3157
2024-09-25T09:37:54+09:00,00:57:14,2221
2024-09-25T09:37:54+09:00,14:22:00,3524
2024-09-25T09:38:02+09:00,01:38:32,88
2024-09-25T09:38:09+09:00,00:32:39,14
2024-09-25T09:38:28+09:00,00:00:00,3560
2024-09-25T09:38:53+09:00,14:16:00,2345
2024-09-25T09:38:54+09:00,00:00:00,2672
2024-09-25T09:39:14+09:00,00:14:04,1605
2024-09-25T09:39:18+09:00,12:37:50,657
2024-09-25T09:39:30+09:00,00:00:15,365
2024-09-25T09:39:43+09:00,08:58:27,731
2024-09-25T09:40:10+09:00,00:00:00,3317
2024-09-25T09:40:11+09:00,00:00:00,3443
2024-09-25T09:40:15+09:00,14:19:32,703
2024-09-25T09:41:04+09:00,01:35:17,1604
2024-09-25T09:42:52+09:00,00:00:00,487
2024-09-25T09:44:26+09:00,00:00:00,3147
2024-09-25T09:44:44+09:00,00:03:59,392
2024-09-25T09:46:24+09:00,00:54:33,2219
2024-09-25T09:46:40+09:00,00:15:14,2153
2024-09-25T09:47:35+09:00,00:00:00,3405
2024-09-25T09:47:40+09:00,00:00:00,3583
2024-09-25T09:47:41+09:00,00:00:00,2639
2024-09-25T09:48:45+09:00,02:28:34,2070
2024-09-25T09:48:48+09:00,00:00:00,3501
2024-09-25T09:49:55+09:00,03:45:52,695
2024-09-25T09:50:53+09:00,00:01:43,2952
2024-09-25T09:51:21+09:00,00:00:00,1163
2024-09-25T09:53:45+09:00,00:00:00,211
2024-09-25T09:53:57+09:00,00:06:04,3345
2024-09-25T09:54:12+09:00,00:25:50,1272
2024-09-25T09:54:27+09:00,00:00:00,375
2024-09-25T09:54:41+09:00,11:02:28,2607
2024-09-25T09:55:06+09:00,00:00:31,2401
2024-09-25T09:55:22+09:00,00:46:38,847
2024-09-25T09:55:44+09:00,00:11:57,2870
2024-09-25T09:55:49+09:00,03:46:54,1071
2024-09-25T09:56:52+09:00,04:24:14,1655
2024-09-25T09:57:05+09:00,00:04:26,817
2024-09-25T09:58:17+09:00,01:12:26,468
2024-09-25T09:59:06+09:00,00:09:00,2008
2024-09-25T10:00:11+09:00,00:21:39,118
2024-09-25T10:00:15+09:00,00:00:00,520
2024-09-25T10:00:48+09:00,05:54:39,385
2024-09-25T10:01:03+09:00,00:08:13,2734
2024-09-25T10:01:11+09:00,00:18:00,2592
2024-09-25T10:01:26+09:00,03:03:24,3257
2024-09-25T10:05:10+09:00,00:04:20,1717
2024-09-25T10:06:24+09:00,00:00:00,3283
2024-09-25T10:07:17+09:00,11:08:24,189
2024-09-25T10:07:37+09:00,00:00:00,2698
2024-09-25T10:07:42+09:00,00:00:00,437
2024-09-25T10:08:35+09:00,00:00:00,1079
2024-09-25T10:09:28+09:00,00:04:31,1461
2024-09-25T10:10:10+09:00,00:00:00,2156
2024-09-25T10:11:14+09:00,02:08:28,2220
2024-09-25T10:11:30+09:00,00:00:00,2068
2024-09-25T10:12:27+09:00,00:03:12,706
2024-09-25T10:13:14+09:00,00:12:56,1539
2024-09-25T10:13:59+09:00,00:01:38,1756
2024-09-25T10:14:14+09:00,00:19:26,3275
2024-09-25T10:14:45+09:00,01:03:11,1202
2024-09-25T10:14:59+09:00,00:00:00,1018
2024-09-25T10:17:18+09:00,00:00:00,320
2024-09-25T10:18:50+09:00,00:00:44,2879
2024-09-25T10:19:19+09:00,00:17:03,510
2024-09-25T10:25:46+09:00,00:00:04,3048
2024-09-25T10:27:55+09:00,01:06:57,1605
2024-09-25T10:28:52+09:00,00:07:30,2065
2024-09-25T10:28:54+09:00,00:34:01,487
2024-09-25T10:29:21+09:00,00:00:18,523
2024-09-25T10:29:22+09:00,00:00:00,2934
2024-09-25T10:30:12+09:00,00:00:00,1421
2024-09-25T10:30:56+09:00,00:00:00,2672
2024-09-25T10:31:58+09:00,00:26:12,329
2024-09-25T10:32:28+09:00,00:01:29,3389
2024-09-25T10:33:40+09:00,00:00:00,495
2024-09-25T10:33:45+09:00,00:00:00,896
2024-09-25T10:34:52+09:00,00:23:26,3238
2024-09-25T10:35:30+09:00,00:01:47,447
2024-09-25T10:36:13+09:00,00:00:00,566
2024-09-25T10:37:30+09:00,00:05:15,663
2024-09-25T10:40:03+09:00,00:00:00,520
2024-09-25T10:40:27+09:00,02:23:00,437
2024-09-25T10:42:36+09:00,00:15:32,1833
2024-09-25T10:45:53+09:00,00:00:19,1166
2024-09-25T10:46:31+09:00,00:33:03,1115
2024-09-25T10:48:32+09:00,00:00:00,1756
2024-09-25T10:49:25+09:00,04:27:40,14
2024-09-25T10:49:45+09:00,00:00:00,1461
2024-09-25T10:51:45+09:00,00:02:54,254
2024-09-25T10:53:12+09:00,00:04:26,1220
2024-09-25T10:53:43+09:00,00:00:00,406
2024-09-25T10:56:50+09:00,00:00:00,118
2024-09-25T10:59:58+09:00,00:04:10,861
2024-09-25T11:03:40+09:00,00:24:47,2879
2024-09-25T11:04:00+09:00,01:48:23,2952
2024-09-25T11:05:47+09:00,03:09:07,2870
2024-09-25T11:06:22+09:00,00:11:29,3040
2024-09-25T11:06:34+09:00,00:00:00,2553
2024-09-25T11:06:35+09:00,00:51:07,198
2024-09-25T11:07:47+09:00,00:00:00,495
2024-09-25T11:07:54+09:00,00:00:00,1570
2024-09-25T11:08:49+09:00,00:03:30,625
2024-09-25T11:08:57+09:00,00:00:16,523
2024-09-25T11:09:00+09:00,00:38:24,3639
2024-09-25T11:09:41+09:00,00:00:00,136
2024-09-25T11:09:56+09:00,00:05:31,3241
2024-09-25T11:09:57+09:00,00:00:00,2964
2024-09-25T11:09:58+09:00,00:00:00,2705
2024-09-25T11:11:48+09:00,00:00:02,852
2024-09-25T11:12:44+09:00,00:32:55,3275
2024-09-25T11:12:44+09:00,00:07:06,3560
2024-09-25T11:13:13+09:00,00:00:00,2592
2024-09-25T11:13:39+09:00,00:00:00,412
2024-09-25T11:13:44+09:00,00:01:21,680
2024-09-25T11:14:49+09:00,00:14:49,1649
2024-09-25T11:16:40+09:00,00:00:02,2499
2024-09-25T11:19:31+09:00,00:20:19,3405
2024-09-25T11:19:50+09:00,00:00:00,2672
