dt,spend,userid
2024-09-13T13:38:44+09:00,00:00:00,3157
2024-10-07T11:51:50+09:00,00:00:00,88
2024-10-07T11:51:52+09:00,00:00:00,3524
2024-10-07T11:52:02+09:00,00:00:00,703
2024-10-07T15:01:44+09:00,08:17:22,3524
2024-10-07T15:01:49+09:00,03:55:56,2345
2024-10-07T15:02:15+09:00,00:00:14,3082
2024-10-07T15:02:36+09:00,05:03:30,1166
2024-10-07T15:03:56+09:00,00:28:17,2607
2024-10-07T15:05:32+09:00,00:06:15,14
2024-10-07T15:06:02+09:00,00:21:23,657
2024-10-07T15:06:20+09:00,00:12:22,403
2024-10-07T15:07:47+09:00,00:23:14,703
2024-10-07T15:14:23+09:00,00:00:00,495
2024-10-07T15:16:30+09:00,00:00:20,731
2024-10-07T15:18:12+09:00,00:00:29,211
2024-10-07T15:18:26+09:00,00:25:36,3345
2024-10-07T15:19:07+09:00,00:00:00,1705
2024-10-07T15:27:55+09:00,00:00:20,861
2024-10-07T15:38:42+09:00,00:00:00,889
2024-10-07T15:39:37+09:00,00:17:43,1272
2024-10-07T15:46:53+09:00,00:05:00,2870
2024-10-07T15:47:18+09:00,00:10:01,2220
2024-10-07T15:56:10+09:00,00:41:31,403
2024-10-07T15:57:15+09:00,00:00:00,2250
2024-10-07T15:58:35+09:00,00:00:00,3157
2024-10-07T15:58:59+09:00,00:02:24,297
2024-10-07T16:04:04+09:00,05:52:46,703
2024-10-07T16:05:14+09:00,00:05:57,2607
2024-10-07T16:12:42+09:00,00:00:00,2734
2024-10-07T16:14:39+09:00,00:00:00,1855
2024-10-07T16:17:01+09:00,00:00:00,14
2024-10-07T16:35:42+09:00,02:05:03,2870
2024-10-07T16:43:27+09:00,00:12:56,1655
2024-10-07T16:44:28+09:00,00:12:38,731
2024-10-07T16:44:47+09:00,00:00:00,3555
2024-10-07T16:45:14+09:00,00:12:02,2070
2024-10-07T16:47:42+09:00,00:00:00,189
2024-10-07T16:49:58+09:00,00:00:00,657
2024-10-07T16:51:55+09:00,00:10:30,847
2024-10-07T16:55:27+09:00,02:50:07,88
2024-10-07T16:55:38+09:00,00:23:27,3639
2024-10-07T16:56:24+09:00,00:03:47,437
2024-10-07T16:56:54+09:00,06:45:14,2607
2024-10-07T17:03:53+09:00,00:19:49,628
2024-10-07T17:04:42+09:00,00:00:00,520
2024-10-07T17:05:55+09:00,00:00:00,2934
2024-10-07T17:16:20+09:00,00:00:19,2592
2024-10-07T17:22:59+09:00,01:12:00,777
2024-10-07T17:24:06+09:00,00:00:00,1715
2024-10-07T17:25:45+09:00,01:10:41,329
2024-10-07T17:28:21+09:00,00:00:00,403
2024-10-07T17:33:40+09:00,00:20:19,189
2024-10-07T17:35:51+09:00,00:00:00,297
2024-10-07T17:40:31+09:00,00:05:40,1604
2024-10-07T17:48:51+09:00,00:00:00,520
2024-10-07T17:50:19+09:00,00:00:18,1272
2024-10-07T17:50:21+09:00,00:00:19,2220
2024-10-07T17:51:55+09:00,00:00:00,14
2024-10-07T18:05:05+09:00,00:16:13,628
2024-10-07T18:08:15+09:00,00:00:00,1493
2024-10-07T18:14:25+09:00,00:07:14,487
2024-10-07T18:29:28+09:00,00:36:25,189
2024-10-07T18:45:41+09:00,00:24:42,14
2024-10-07T18:51:17+09:00,00:00:00,896
2024-10-07T18:52:26+09:00,00:00:34,1157
2024-10-07T18:54:45+09:00,00:00:00,2934
2024-10-07T18:55:16+09:00,00:10:12,1366
2024-10-07T18:57:16+09:00,00:00:00,3555
2024-10-07T19:06:43+09:00,00:00:00,695
2024-10-07T19:11:53+09:00,00:00:00,777
2024-10-07T19:22:32+09:00,00:00:00,523
2024-10-07T19:22:57+09:00,00:16:16,3538
2024-10-07T19:24:22+09:00,00:00:00,2838
2024-10-07T19:24:23+09:00,00:00:00,520
2024-10-07T19:25:14+09:00,00:09:32,211
2024-10-07T19:26:39+09:00,00:00:00,786
2024-10-07T19:29:45+09:00,00:29:32,2221
2024-10-07T19:30:46+09:00,01:23:49,2345
2024-10-07T19:36:03+09:00,00:16:00,2219
2024-10-07T19:37:13+09:00,00:00:00,1988
2024-10-07T19:41:39+09:00,00:11:32,1291
2024-10-07T19:41:47+09:00,00:11:39,1755
2024-10-07T19:42:07+09:00,00:00:00,3345
2024-10-07T19:45:24+09:00,00:11:23,1717
2024-10-07T19:47:43+09:00,00:12:59,3451
2024-10-07T19:53:18+09:00,00:08:00,2870
2024-10-07T19:55:02+09:00,00:00:00,2879
2024-10-07T19:59:04+09:00,00:00:00,428
2024-10-07T20:12:25+09:00,00:00:00,520
2024-10-07T20:16:22+09:00,00:00:00,297
2024-10-07T20:19:59+09:00,00:40:34,88
2024-10-07T20:44:01+09:00,00:07:07,2220
2024-10-07T20:57:35+09:00,00:00:00,731
2024-10-07T21:01:01+09:00,00:00:00,3501
2024-10-07T21:02:30+09:00,00:00:00,403
2024-10-07T21:03:04+09:00,00:00:00,520
2024-10-07T21:44:20+09:00,00:00:00,88
2024-10-07T21:47:41+09:00,00:00:00,847
2024-10-07T21:58:09+09:00,00:00:00,706
2024-10-07T22:18:02+09:00,00:07:48,403
2024-10-07T22:37:29+09:00,00:00:01,731
2024-10-07T23:03:54+09:00,00:00:05,2345
2024-10-07T23:07:23+09:00,00:00:11,703
2024-10-07T23:24:36+09:00,00:00:00,1220
2024-10-07T23:24:57+09:00,00:05:50,403
2024-10-08T00:00:49+09:00,23:49:03,2607
2024-10-08T00:03:39+09:00,00:58:31,403
2024-10-08T00:23:41+09:00,00:00:00,1166
2024-10-08T01:16:49+09:00,00:00:00,657
2024-10-08T01:51:20+09:00,00:29:04,403
2024-10-08T04:11:55+09:00,00:00:00,847
2024-10-08T04:35:55+09:00,00:00:00,403
2024-10-08T05:35:08+09:00,00:06:36,2345
2024-10-08T06:05:00+09:00,16:32:54,3524
2024-10-08T06:19:59+09:00,00:00:00,1664
2024-10-08T06:24:00+09:00,04:40:05,703
2024-10-08T06:32:32+09:00,00:00:00,1604
