dt,spend,userid
2024-09-25T09:19:00+09:00,00:00:02,3524
2024-09-25T11:05:03+09:00,08:05:20,3524
2024-09-25T11:05:04+09:00,00:00:00,412
2024-09-25T11:05:07+09:00,01:40:21,703
2024-09-25T11:05:15+09:00,01:50:25,657
2024-09-25T11:05:41+09:00,01:36:05,2345
2024-09-25T11:05:42+09:00,00:14:33,2778
2024-09-25T11:05:54+09:00,01:33:38,88
2024-09-25T11:05:56+09:00,00:43:11,1604
2024-09-25T11:06:00+09:00,00:00:00,520
2024-09-25T11:06:54+09:00,00:02:29,14
2024-09-25T11:06:55+09:00,01:19:50,189
2024-09-25T11:09:42+09:00,00:08:52,3501
2024-09-25T11:12:06+09:00,00:00:00,385
2024-09-25T11:14:22+09:00,00:00:04,618
2024-09-25T11:14:59+09:00,00:12:28,2607
2024-09-25T11:17:52+09:00,00:05:35,2952
2024-09-25T11:18:13+09:00,00:00:53,392
2024-09-25T11:18:55+09:00,00:02:52,3562
2024-09-25T11:19:15+09:00,00:33:54,1717
2024-09-25T11:20:27+09:00,00:10:47,2674
2024-09-25T11:20:34+09:00,00:00:00,861
2024-09-25T11:21:01+09:00,00:03:17,1071
2024-09-25T11:21:05+09:00,00:02:14,2070
2024-09-25T11:21:13+09:00,00:12:02,1237
2024-09-25T11:21:40+09:00,00:05:29,3639
2024-09-25T11:22:28+09:00,00:18:55,695
2024-09-25T11:22:46+09:00,00:28:56,3560
2024-09-25T11:23:06+09:00,00:00:00,970
2024-09-25T11:23:55+09:00,00:24:08,706
2024-09-25T11:24:18+09:00,00:11:41,3555
2024-09-25T11:25:23+09:00,00:09:04,889
2024-09-25T11:33:50+09:00,00:00:00,1664
2024-09-25T11:39:58+09:00,00:00:00,1388
2024-09-25T11:43:26+09:00,00:00:40,1655
2024-09-25T11:45:55+09:00,00:00:00,3303
2024-09-25T11:46:02+09:00,00:07:11,1409
2024-09-25T11:52:52+09:00,00:00:00,1755
2024-09-25T11:56:33+09:00,00:26:21,2970
2024-09-25T12:01:05+09:00,00:03:21,14
2024-09-25T12:02:02+09:00,00:00:00,731
2024-09-25T12:03:08+09:00,00:01:30,1752
2024-09-25T12:03:52+09:00,00:04:47,2070
2024-09-25T12:04:46+09:00,00:00:00,365
2024-09-25T12:05:54+09:00,00:31:09,3463
2024-09-25T12:08:09+09:00,00:34:29,889
2024-09-25T12:16:44+09:00,00:05:49,2670
2024-09-25T12:19:30+09:00,00:02:48,1115
2024-09-25T12:19:45+09:00,00:03:30,2230
2024-09-25T12:20:58+09:00,00:07:43,437
2024-09-25T12:22:13+09:00,00:14:10,2639
2024-09-25T12:23:54+09:00,00:10:04,3345
2024-09-25T12:23:55+09:00,00:39:12,3318
2024-09-25T12:27:20+09:00,00:00:00,1717
2024-09-25T12:27:22+09:00,00:00:00,1756
2024-09-25T12:28:18+09:00,00:08:46,2607
2024-09-25T12:29:18+09:00,00:01:26,1539
2024-09-25T12:30:53+09:00,00:00:15,1071
2024-09-25T12:31:15+09:00,00:01:37,385
2024-09-25T12:34:27+09:00,00:02:01,3451
2024-09-25T12:34:39+09:00,00:22:17,1604
2024-09-25T12:36:16+09:00,00:21:10,1988
2024-09-25T12:36:50+09:00,00:05:00,1655
2024-09-25T12:39:55+09:00,00:00:43,2952
2024-09-25T12:39:57+09:00,00:00:00,970
2024-09-25T12:40:53+09:00,00:01:00,14
2024-09-25T12:42:24+09:00,00:02:15,680
2024-09-25T12:43:33+09:00,00:15:29,468
2024-09-25T13:07:29+09:00,00:01:30,3501
2024-09-25T13:13:07+09:00,00:00:00,1655
2024-09-25T13:19:47+09:00,00:04:36,680
2024-09-25T13:20:17+09:00,00:00:00,510
2024-09-25T13:20:23+09:00,00:00:00,551
2024-09-25T13:20:47+09:00,00:01:34,385
2024-09-25T13:20:53+09:00,00:02:00,3268
