dt,spend,userid
2024-09-13T13:28:35+09:00,00:10:17,62
2024-09-13T13:29:53+09:00,00:25:00,3157
2024-09-13T13:29:59+09:00,00:25:26,297
2024-09-13T13:31:10+09:00,00:22:03,3524
2024-09-13T13:38:49+09:00,00:00:00,1432
2024-09-26T14:08:06+09:00,00:09:06,3524
2024-09-26T14:11:53+09:00,00:07:49,2345
2024-09-26T14:15:28+09:00,00:03:54,62
2024-09-26T14:16:53+09:00,00:00:00,896
2024-09-27T11:01:12+09:00,12:55:50,3524
2024-09-27T11:01:43+09:00,09:00:54,1166
2024-09-27T11:01:49+09:00,00:00:00,1752
2024-09-27T11:01:56+09:00,00:00:00,1717
2024-09-27T11:02:22+09:00,00:32:55,703
2024-09-27T11:02:48+09:00,01:48:59,2345
2024-09-27T11:05:32+09:00,00:00:00,88
2024-09-27T11:14:24+09:00,00:00:13,628
2024-09-27T11:15:28+09:00,00:02:44,329
2024-09-27T11:16:07+09:00,00:00:20,731
2024-09-27T11:17:30+09:00,00:01:21,3253
2024-09-27T11:19:11+09:00,00:11:37,1725
2024-09-27T11:23:06+09:00,00:05:19,2952
2024-09-27T11:23:50+09:00,00:00:00,1281
2024-09-27T11:24:21+09:00,00:11:27,1855
2024-09-27T11:24:38+09:00,00:19:39,2734
2024-09-27T11:27:10+09:00,00:22:46,437
2024-09-27T11:28:27+09:00,00:00:00,403
2024-09-27T11:31:25+09:00,00:00:46,3501
2024-09-27T11:34:09+09:00,00:00:00,118
2024-09-27T11:35:30+09:00,00:01:16,520
2024-09-27T11:44:28+09:00,00:00:00,3464
2024-09-27T11:47:39+09:00,00:00:00,657
2024-09-27T11:50:51+09:00,00:32:33,3345
2024-09-27T11:51:03+09:00,00:32:19,296
2024-09-27T11:57:04+09:00,00:12:46,1186
2024-09-27T12:04:47+09:00,00:55:04,1655
2024-09-27T12:17:06+09:00,00:05:11,3451
2024-09-27T12:21:06+09:00,00:02:30,189
2024-09-27T12:22:57+09:00,00:00:00,1929
2024-09-27T12:26:26+09:00,00:00:00,1605
2024-09-27T12:34:47+09:00,00:00:00,2607
2024-09-27T12:34:48+09:00,00:04:01,3639
2024-09-27T12:37:13+09:00,00:00:00,88
2024-09-27T12:37:32+09:00,00:00:00,3464
2024-09-27T12:41:54+09:00,00:00:00,703
2024-09-27T12:42:17+09:00,00:22:01,731
2024-09-27T12:43:37+09:00,01:48:19,695
2024-09-27T12:47:20+09:00,00:36:26,14
2024-09-27T13:03:32+09:00,00:08:06,2401
2024-09-27T13:14:02+09:00,02:52:41,703
2024-09-27T13:15:13+09:00,00:00:00,495
2024-09-27T13:22:08+09:00,00:00:00,189
2024-09-27T13:22:40+09:00,00:01:39,3451
2024-09-27T13:28:22+09:00,00:00:00,3555
2024-09-27T13:28:26+09:00,00:09:40,1604
2024-09-27T13:31:22+09:00,00:00:00,2607
2024-09-27T13:37:04+09:00,07:00:06,2345
2024-09-27T13:38:09+09:00,00:01:08,889
2024-09-27T13:42:24+09:00,00:00:13,88
2024-09-27T13:49:13+09:00,00:10:30,437
2024-09-27T13:53:44+09:00,00:15:14,3056
2024-09-27T13:54:25+09:00,00:10:08,3501
2024-09-27T13:58:49+09:00,00:46:03,189
2024-09-27T14:00:37+09:00,00:43:44,297
2024-09-27T14:26:25+09:00,00:00:00,3464
2024-09-27T14:28:42+09:00,00:11:49,931
2024-09-27T14:29:08+09:00,00:00:00,3405
2024-09-27T14:30:18+09:00,00:00:01,118
2024-09-27T14:30:46+09:00,00:10:22,657
2024-09-27T14:34:20+09:00,00:22:19,437
2024-09-27T14:36:00+09:00,00:00:01,3501
2024-09-27T14:37:17+09:00,00:15:47,778
2024-09-27T14:44:53+09:00,00:00:00,731
2024-09-27T14:45:07+09:00,00:00:00,1071
2024-09-27T14:47:12+09:00,00:10:01,1272
2024-09-27T14:57:46+09:00,00:01:52,520
2024-09-27T14:59:10+09:00,00:33:58,2070
2024-09-27T14:59:24+09:00,00:29:10,3464
2024-09-27T15:01:15+09:00,00:01:00,3463
2024-09-27T15:07:23+09:00,00:00:00,1604
2024-09-27T15:14:53+09:00,01:23:28,3501
2024-09-27T15:24:41+09:00,00:53:55,88
2024-09-27T15:26:22+09:00,00:24:45,695
2024-09-27T15:34:59+09:00,00:14:05,62
2024-09-27T15:35:57+09:00,00:25:25,2905
2024-09-27T15:54:55+09:00,00:00:09,1272
2024-09-27T16:16:49+09:00,00:10:22,2879
2024-09-27T16:19:28+09:00,00:20:09,2607
2024-09-27T16:22:30+09:00,00:00:00,1655
2024-09-27T16:41:05+09:00,00:32:48,296
2024-09-27T16:46:49+09:00,00:09:41,2401
2024-09-27T16:47:38+09:00,00:02:10,403
2024-09-27T16:51:53+09:00,00:00:00,88
2024-09-27T17:05:57+09:00,00:00:00,1604
2024-09-27T17:06:00+09:00,00:00:30,14
2024-09-27T17:06:51+09:00,00:13:57,3056
2024-09-27T17:10:27+09:00,00:04:56,2220
2024-09-27T17:10:34+09:00,00:07:51,1272
2024-09-27T17:10:36+09:00,00:00:00,688
2024-09-27T17:24:25+09:00,00:30:27,2964
2024-09-27T17:32:37+09:00,00:00:00,2974
2024-09-27T17:44:02+09:00,00:32:05,703
2024-09-27T17:46:02+09:00,00:00:00,695
2024-09-27T17:49:36+09:00,00:00:00,1272
2024-09-27T17:49:50+09:00,00:00:00,1071
2024-09-27T17:56:23+09:00,00:00:00,437
2024-09-27T17:59:27+09:00,00:00:00,3464
2024-09-27T18:12:45+09:00,00:25:19,3451
2024-09-27T18:17:09+09:00,00:00:00,296
2024-09-27T18:20:25+09:00,00:15:55,170
2024-09-27T18:40:20+09:00,00:00:00,437
2024-09-27T18:51:10+09:00,01:21:45,1071
2024-09-27T18:54:45+09:00,00:15:55,3238
2024-09-27T19:15:22+09:00,00:09:06,3451
2024-09-27T19:24:50+09:00,00:00:00,703
2024-09-27T19:26:19+09:00,00:00:00,254
2024-09-27T19:39:03+09:00,00:00:00,3501
2024-09-27T19:39:19+09:00,00:00:00,447
2024-09-27T19:40:14+09:00,00:08:51,2668
2024-09-27T19:40:56+09:00,00:30:12,3464
2024-09-27T19:41:20+09:00,00:54:55,437
2024-09-27T20:03:51+09:00,00:00:28,703
2024-09-27T20:19:42+09:00,00:00:39,3555
2024-09-27T20:22:08+09:00,00:01:21,1186
2024-09-27T20:34:33+09:00,00:25:07,847
2024-09-27T20:44:01+09:00,00:00:00,1652
2024-09-27T21:01:54+09:00,00:03:18,889
2024-09-27T21:03:10+09:00,00:00:00,1655
2024-09-27T21:13:33+09:00,00:00:00,437
2024-09-27T21:20:19+09:00,00:00:00,3555
2024-09-27T21:29:42+09:00,02:27:56,847
2024-09-27T21:30:44+09:00,00:02:21,703
2024-09-27T21:32:20+09:00,00:02:58,3464
2024-09-27T22:22:10+09:00,00:05:29,62
2024-09-27T22:26:29+09:00,00:52:24,695
2024-09-27T22:39:16+09:00,00:00:00,1655
2024-09-27T22:59:07+09:00,00:03:04,2345
2024-09-27T23:16:40+09:00,00:00:42,657
2024-09-27T23:32:23+09:00,00:14:03,2345
2024-09-27T23:43:36+09:00,00:00:00,3464
2024-09-27T23:54:47+09:00,00:00:00,189
2024-09-28T00:02:33+09:00,00:07:06,2345
2024-09-28T00:02:39+09:00,00:00:00,847
2024-09-28T00:08:21+09:00,23:48:24,3524
2024-09-28T00:43:14+09:00,01:19:23,2345
2024-09-28T00:49:59+09:00,00:00:00,1655
2024-09-28T00:58:39+09:00,00:00:00,3464
2024-09-28T01:25:19+09:00,00:00:00,1655
2024-09-28T01:33:32+09:00,00:00:00,3464
2024-09-28T01:54:39+09:00,00:00:00,62
2024-09-28T02:12:00+09:00,01:54:44,695
2024-09-28T02:25:11+09:00,00:00:00,1655
2024-09-28T02:37:04+09:00,01:25:46,2345
2024-09-28T03:33:57+09:00,00:00:00,3464
2024-09-28T04:17:04+09:00,00:10:00,1655
2024-09-28T04:35:07+09:00,00:00:00,3464
2024-09-28T05:14:53+09:00,00:05:20,657
2024-09-28T05:44:24+09:00,00:00:00,62
2024-09-28T06:19:56+09:00,00:00:00,3464
2024-09-28T06:44:59+09:00,00:00:00,412
2024-09-28T07:11:31+09:00,00:00:00,2345
2024-09-28T07:13:56+09:00,00:06:16,2905
2024-09-28T07:34:30+09:00,00:00:00,2258
2024-09-28T07:36:34+09:00,00:01:27,3280
2024-09-28T07:40:07+09:00,00:00:00,852
2024-09-28T07:56:59+09:00,00:00:00,437
2024-09-28T07:58:37+09:00,00:09:35,2345
2024-09-28T08:00:18+09:00,12:03:57,1166
2024-09-28T08:17:33+09:00,00:00:00,62
2024-09-28T08:26:39+09:00,01:10:10,2674
2024-09-28T08:28:16+09:00,00:00:00,1272
2024-09-28T08:37:38+09:00,00:03:45,703
2024-09-28T08:48:23+09:00,00:11:01,657
2024-09-28T08:50:28+09:00,00:01:22,3345
2024-09-28T09:00:38+09:00,00:00:42,3257
2024-09-28T09:05:22+09:00,01:15:45,62
2024-09-28T09:08:59+09:00,00:00:00,437
2024-09-28T09:10:21+09:00,00:48:56,2592
2024-09-28T09:10:52+09:00,00:52:43,3501
2024-09-28T09:10:56+09:00,00:00:00,2607
2024-09-28T09:19:17+09:00,11:31:20,2345
2024-09-28T09:29:55+09:00,00:05:00,1604
2024-09-28T09:31:10+09:00,01:15:25,703
2024-09-28T09:31:10+09:00,00:29:40,706
2024-09-28T09:36:52+09:00,00:00:00,1855
2024-09-28T09:45:01+09:00,00:00:00,3253
2024-09-28T09:51:15+09:00,00:08:13,385
2024-09-28T09:55:59+09:00,00:00:00,2952
2024-09-28T09:56:39+09:00,05:26:06,852
2024-09-28T10:03:53+09:00,00:00:00,3451
2024-09-28T10:04:31+09:00,00:00:00,1929
2024-09-28T10:05:42+09:00,00:00:00,2964
2024-09-28T10:11:52+09:00,00:20:29,3275
2024-09-28T10:12:02+09:00,00:11:38,189
2024-09-28T10:12:36+09:00,00:10:33,2258
2024-09-28T10:15:11+09:00,00:04:25,843
2024-09-28T10:15:27+09:00,00:21:34,447
2024-09-28T10:20:39+09:00,00:03:13,3345
2024-09-28T10:21:19+09:00,00:36:57,731
2024-09-28T10:23:28+09:00,00:12:48,14
2024-09-28T10:27:45+09:00,00:00:00,2611
2024-09-28T10:35:30+09:00,00:04:46,2592
2024-09-28T10:39:42+09:00,01:24:14,88
2024-09-28T10:39:52+09:00,00:00:00,1717
2024-09-28T10:40:30+09:00,03:12:49,695
