dt,spend,userid
2024-09-13T13:32:44+09:00,00:00:00,3157
2024-09-24T14:11:34+09:00,03:56:14,3524
2024-09-24T14:11:44+09:00,02:41:40,657
2024-09-24T14:11:44+09:00,00:20:11,2220
2024-09-24T14:11:51+09:00,02:36:02,1272
2024-09-24T14:11:52+09:00,02:55:26,2345
2024-09-24T14:11:57+09:00,02:41:33,468
2024-09-24T14:11:58+09:00,00:25:18,510
2024-09-24T14:12:03+09:00,00:47:06,889
2024-09-24T14:12:10+09:00,00:05:05,2870
2024-09-24T14:12:14+09:00,00:25:33,2070
2024-09-24T14:12:28+09:00,02:46:16,189
2024-09-24T14:12:40+09:00,02:49:09,703
2024-09-24T14:12:46+09:00,00:00:00,1115
2024-09-24T14:13:10+09:00,02:38:20,88
2024-09-24T14:13:16+09:00,02:41:23,14
2024-09-24T14:13:38+09:00,00:23:31,1704
2024-09-24T14:13:57+09:00,00:00:00,1256
2024-09-24T14:14:01+09:00,00:14:59,2607
2024-09-24T14:14:05+09:00,00:09:35,843
2024-09-24T14:15:18+09:00,00:26:03,1133
2024-09-24T14:15:40+09:00,01:02:32,437
2024-09-24T14:16:01+09:00,00:00:11,385
2024-09-24T14:16:32+09:00,00:20:27,523
2024-09-24T14:16:42+09:00,01:43:33,695
2024-09-24T14:17:11+09:00,00:54:04,1655
2024-09-24T14:17:42+09:00,00:00:00,1066
2024-09-24T14:18:54+09:00,00:00:25,2698
2024-09-24T14:19:05+09:00,00:19:43,688
2024-09-24T14:19:49+09:00,01:05:11,847
2024-09-24T14:21:28+09:00,02:01:31,3555
2024-09-24T14:21:29+09:00,00:00:09,2565
2024-09-24T14:21:32+09:00,00:19:07,2719
2024-09-24T14:21:52+09:00,00:56:23,1605
2024-09-24T14:21:59+09:00,00:28:31,1202
2024-09-24T14:22:45+09:00,02:31:14,520
2024-09-24T14:23:04+09:00,01:50:06,731
2024-09-24T14:26:35+09:00,00:01:29,3345
2024-09-24T14:26:49+09:00,00:15:59,1284
2024-09-24T14:26:55+09:00,00:04:00,204
2024-09-24T14:28:01+09:00,00:28:51,2499
2024-09-24T14:28:44+09:00,00:19:01,2952
2024-09-24T14:29:36+09:00,00:34:49,1220
2024-09-24T14:31:11+09:00,00:00:00,1087
2024-09-24T14:31:42+09:00,01:41:23,2879
2024-09-24T14:35:51+09:00,00:26:38,1897
2024-09-24T14:35:51+09:00,00:26:38,3238
2024-09-24T14:35:57+09:00,00:01:20,778
2024-09-24T14:36:40+09:00,00:00:00,2203
2024-09-24T14:37:19+09:00,00:13:05,2346
2024-09-24T14:37:33+09:00,00:00:00,3317
2024-09-24T14:37:37+09:00,00:06:16,2219
2024-09-24T14:37:43+09:00,00:05:19,2838
2024-09-24T14:38:02+09:00,00:00:00,3241
2024-09-24T14:39:26+09:00,00:00:00,426
2024-09-24T14:39:26+09:00,00:00:00,1610
2024-09-24T14:46:22+09:00,00:05:16,3501
2024-09-24T14:47:55+09:00,00:00:00,1636
2024-09-24T14:52:42+09:00,00:03:21,3142
2024-09-24T14:55:21+09:00,00:18:03,1752
2024-09-24T14:55:27+09:00,00:19:08,3463
2024-09-24T14:55:38+09:00,00:19:22,1539
2024-09-24T14:57:41+09:00,00:00:00,786
2024-09-24T14:57:41+09:00,00:00:00,2278
2024-09-24T14:59:11+09:00,00:01:43,1363
2024-09-24T14:59:58+09:00,00:00:00,1601
2024-09-24T15:02:39+09:00,00:00:00,2607
2024-09-24T15:03:46+09:00,00:39:26,2870
2024-09-24T15:06:01+09:00,01:41:01,1988
2024-09-24T15:06:14+09:00,00:29:59,1929
