dt,spend,userid
2024-09-30T09:57:38+09:00,00:00:00,1663
2024-09-30T09:57:43+09:00,00:00:52,3524
2024-09-30T09:57:46+09:00,00:00:58,703
2024-09-30T09:57:52+09:00,00:00:00,520
2024-09-30T09:58:29+09:00,00:00:01,695
2024-09-30T14:03:30+09:00,09:56:26,3524
2024-09-30T14:03:38+09:00,00:32:34,189
2024-09-30T14:03:40+09:00,09:56:08,62
2024-09-30T14:03:53+09:00,00:08:43,1605
2024-09-30T14:04:11+09:00,01:42:14,1705
2024-09-30T14:06:37+09:00,00:33:29,703
2024-09-30T14:06:58+09:00,00:00:00,777
2024-09-30T14:06:58+09:00,01:42:44,3340
2024-09-30T14:11:23+09:00,00:00:00,1717
2024-09-30T14:15:37+09:00,00:00:00,1604
2024-09-30T14:21:45+09:00,00:00:56,1186
2024-09-30T14:22:53+09:00,04:14:42,2345
2024-09-30T14:23:50+09:00,00:04:11,695
2024-09-30T14:28:52+09:00,00:00:00,1284
2024-09-30T14:31:38+09:00,00:14:08,657
2024-09-30T14:36:58+09:00,00:12:52,2221
2024-09-30T14:42:37+09:00,00:27:39,2070
2024-09-30T14:51:06+09:00,00:00:00,1115
2024-09-30T14:55:01+09:00,00:00:00,2346
2024-09-30T14:55:34+09:00,00:21:55,437
2024-09-30T15:00:31+09:00,00:05:00,731
2024-09-30T15:02:40+09:00,00:07:06,2147
2024-09-30T15:02:55+09:00,00:00:34,1852
2024-09-30T15:04:46+09:00,00:00:00,1604
2024-09-30T15:04:53+09:00,00:00:10,2220
2024-09-30T15:07:41+09:00,00:21:09,2870
2024-09-30T15:08:23+09:00,00:00:00,695
2024-09-30T15:10:29+09:00,00:00:19,1284
2024-09-30T15:11:08+09:00,00:26:11,1272
2024-09-30T15:12:18+09:00,00:07:43,3317
2024-09-30T15:14:59+09:00,00:11:59,777
2024-09-30T15:27:10+09:00,00:19:54,2734
2024-09-30T15:28:49+09:00,00:01:21,1855
2024-09-30T15:30:34+09:00,00:00:08,2442
2024-09-30T15:32:04+09:00,00:00:00,2565
2024-09-30T15:37:39+09:00,00:03:39,2672
2024-09-30T15:39:19+09:00,00:24:08,1605
2024-09-30T15:40:41+09:00,00:20:57,3560
2024-09-30T15:44:11+09:00,00:21:51,889
2024-09-30T15:54:26+09:00,00:26:58,695
2024-09-30T15:54:49+09:00,00:13:25,1388
2024-09-30T15:55:46+09:00,00:05:37,189
2024-09-30T15:58:32+09:00,00:00:00,88
2024-09-30T16:02:10+09:00,00:00:21,703
2024-09-30T16:03:34+09:00,00:10:35,847
2024-09-30T16:03:41+09:00,00:00:00,14
2024-09-30T16:05:36+09:00,00:00:00,2607
2024-09-30T16:07:18+09:00,00:02:29,2482
2024-09-30T16:08:18+09:00,00:13:34,1066
2024-09-30T16:18:31+09:00,00:04:19,329
2024-09-30T16:20:00+09:00,01:48:50,1272
2024-09-30T16:28:56+09:00,00:01:01,3257
2024-09-30T16:36:27+09:00,00:12:35,3451
2024-09-30T16:39:22+09:00,00:00:00,731
2024-09-30T16:41:05+09:00,00:15:00,1655
2024-09-30T16:41:56+09:00,00:03:18,189
2024-09-30T16:42:11+09:00,00:01:37,1605
2024-09-30T16:42:40+09:00,00:00:00,88
2024-09-30T16:43:43+09:00,00:35:42,657
2024-09-30T16:53:25+09:00,00:12:05,495
2024-09-30T16:54:33+09:00,00:03:44,523
2024-09-30T16:54:54+09:00,00:14:43,2219
2024-09-30T16:56:33+09:00,04:46:04,695
2024-09-30T16:58:10+09:00,00:10:49,3345
2024-09-30T16:58:24+09:00,00:14:37,889
2024-09-30T17:10:02+09:00,00:00:00,861
2024-09-30T17:18:38+09:00,00:00:00,437
2024-09-30T17:30:22+09:00,00:00:00,703
2024-09-30T17:37:31+09:00,00:28:56,2879
2024-09-30T17:43:55+09:00,04:56:02,385
2024-09-30T17:53:22+09:00,00:15:02,14
2024-09-30T17:57:01+09:00,00:00:01,1066
2024-09-30T18:03:36+09:00,00:00:00,296
2024-09-30T18:14:14+09:00,00:00:00,437
2024-09-30T18:17:30+09:00,00:00:00,3599
2024-09-30T18:23:28+09:00,00:00:07,3560
2024-09-30T18:25:01+09:00,00:10:02,189
2024-09-30T18:26:56+09:00,00:07:12,1599
2024-09-30T18:32:06+09:00,00:01:01,3275
2024-09-30T18:41:33+09:00,00:21:57,2952
2024-09-30T18:42:49+09:00,00:37:01,392
2024-09-30T18:50:19+09:00,00:23:48,1115
2024-09-30T19:02:55+09:00,00:00:00,2607
2024-09-30T19:11:20+09:00,00:00:00,843
2024-09-30T19:14:24+09:00,00:06:45,889
2024-09-30T19:14:44+09:00,00:05:15,189
2024-09-30T19:14:50+09:00,00:48:43,2345
2024-09-30T19:17:56+09:00,00:10:14,3345
2024-09-30T19:27:40+09:00,00:00:00,2334
2024-09-30T19:44:43+09:00,00:57:39,2070
2024-09-30T19:46:03+09:00,00:20:46,896
2024-09-30T19:53:35+09:00,00:00:00,731
2024-09-30T20:01:38+09:00,03:47:53,2258
